cls	cls_label	textdef_count	xref_count	named_superclass_count	anon_superclass_count	named_equiv_count	anon_equiv_count
MONDO:0018950	"3-methylcrotonyl-CoA carboxylase deficiency"	1	9	4	0	4	0
MONDO:0012382	"hyperinsulinemic hypoglycemia, familial, 4"	1	6	2	0	2	1
MONDO:0007294	"central core myopathy"	1	10	5	0	5	0
MONDO:0023048	"ectodermal dysplasia neurosensory deafness"	0	1	0	0	0	0
MONDO:0022394	"cervical intraepithelial neoplasia"	0	4	1	0	1	0
MONDO:0012180	"arrhythmogenic right ventricular dysplasia 9"	1	5	1	0	1	1
MONDO:0014630	"NTHL1-related attenuated familial adenomatous polyposis"	0	4	2	0	2	0
MONDO:0002629	"bone osteosarcoma"	1	10	4	0	4	0
MONDO:0060549	"congenital anomalies of kidney and urinary tract syndrome with or without hearing loss, abnormal ears, or developmental delay"	0	2	1	0	1	0
MONDO:0019202	"myxofibrosarcoma"	1	7	4	0	4	0
MONDO:0043240	"hemophilic arthropathy"	1	4	2	0	2	0
MONDO:0022919	"cytokine receptor deficiency"	1	1	0	0	0	1
MONDO:0008872	"microcephalic osteodysplastic primordial dwarfism type II"	1	7	3	0	3	0
MONDO:0001305	"laryngostenosis"	1	8	1	0	1	0
MONDO:0002411	"narcissistic personality disorder"	1	6	2	0	2	0
MONDO:0002698	"testicular gonadoblastoma (disease)"	1	4	1	0	1	1
MONDO:0000960	"diabetic peripheral angiopathy"	1	10	3	0	3	0
MONDO:0011926	"PSORS9"	0	1	1	0	1	0
MONDO:0010384	"hypospadias 1, X-linked"	0	3	1	0	1	0
MONDO:0024472	"boutonneuse fever"	1	10	4	0	4	1
MONDO:0018341	"3q27.3 microdeletion syndrome"	1	3	1	0	1	0
MONDO:0001616	"lobomycosis"	1	7	2	0	2	1
MONDO:0018637	"familial chylomicronemia syndrome"	0	3	1	0	1	0
MONDO:0009301	"46,XY sex reversal 7"	0	2	1	0	1	0
MONDO:0003849	"clivus chordoma"	1	5	2	0	2	1
MONDO:0007582	"obsolete Cockayne syndrome B"	0	0	0	0	0	0
MONDO:0005564	"embryonal neoplasm"	1	5	3	0	3	0
MONDO:0017440	"humeral agenesis/hypoplasia"	1	2	1	0	1	0
MONDO:0040679	"urothelial carcinoma"	1	3	2	0	2	1
MONDO:0004554	"childhood kidney angiomyolipoma"	1	3	1	0	1	1
MONDO:0020526	"acute megakaryoblastic leukemia in down syndrome"	0	3	1	0	1	0
MONDO:0009156	"ectrodactyly-polydactyly syndrome"	1	5	2	0	2	0
MONDO:0015699	"immunodeficiency due to a classical component pathway complement deficiency"	0	2	1	0	1	0
MONDO:0023121	"familial partial paralysis"	0	4	0	0	0	0
MONDO:0011530	"mesomelic dysplasia, Savarirayan type"	1	7	3	0	3	0
MONDO:0003455	"bile duct papillary neoplasm"	1	4	1	0	1	1
MONDO:0017896	"familial nonmedullary thyroid carcinoma"	1	6	2	0	2	0
MONDO:0004567	"ileus"	1	5	2	0	2	0
MONDO:0014832	"intellectual disability, autosomal recessive 53"	0	3	2	0	2	0
MONDO:0009898	"polysaccharide, storage of unusual"	0	2	1	0	1	0
MONDO:0017563	"congenital patella dislocation, bilateral"	0	2	1	0	1	0
MONDO:0007765	"hyperostosis cranialis interna (disease)"	0	5	2	0	2	0
MONDO:0004757	"chronic ethmoidal sinusitis"	1	7	2	0	2	1
MONDO:0021110	"sweat gland adenoma"	1	2	1	0	1	1
MONDO:0019247	"obsolete combined hyperlipidemia (including acquired and inherited)"	0	0	0	0	0	0
MONDO:0005851	"Miller Fisher syndrome"	1	10	4	0	4	0
MONDO:0016283	"leiomyosarcoma of the cervix uteri"	1	9	4	0	4	1
MONDO:0017185	"autosomal dominant hyperinsulinism due to Kir6.2 deficiency"	1	5	2	0	2	0
MONDO:0018841	"congenital bile acid synthesis defect"	0	6	3	0	3	0
MONDO:0013131	"polycystic kidney disease 2"	1	5	3	0	3	1
MONDO:0004611	"soft palate cancer"	1	6	2	0	2	1
MONDO:0015089	"autosomal recessive complex spastic paraplegia"	1	3	1	0	1	1
MONDO:0012582	"interstitial lung disease due to ABCA3 deficiency"	1	5	2	0	2	0
MONDO:0001902	"congenital agammaglobulinemia"	1	3	0	0	0	1
MONDO:0024582	"male reproductive system neoplasm"	1	3	2	0	2	1
MONDO:0013522	"dyskeratosis congenita, autosomal dominant 3"	1	3	1	0	1	1
MONDO:0010927	"orofacial cleft 3"	0	3	1	0	1	0
MONDO:0005944	"Rhabdoviridae infectious disease"	1	3	1	0	1	1
MONDO:0017832	"mycobacterium xenopi infection"	1	4	1	0	1	1
MONDO:0005600	"obsolete ovarian adenocarcinoma"	0	0	0	0	0	0
MONDO:0000238	"pestis minor"	1	4	1	0	1	1
MONDO:0006002	"urogenital tuberculosis"	1	12	2	0	2	1
MONDO:0018278	"congenital muscular dystrophy with intellectual disability"	0	2	1	0	1	0
MONDO:0001819	"multiple cranial nerve palsy"	0	6	1	0	1	0
MONDO:0000545	"sublingual gland adenoid cystic carcinoma"	1	1	0	0	0	1
MONDO:0006025	"autosomal recessive disease"	1	5	2	0	2	1
MONDO:0010405	"HPCX2"	0	3	1	0	1	0
MONDO:0008819	"arteriosclerosis, severe juvenile"	0	3	1	0	1	0
MONDO:0011756	"Senior-Loken syndrome 4"	1	3	1	0	1	1
MONDO:0012177	"posterior column ataxia-retinitis pigmentosa syndrome"	1	8	3	0	3	0
MONDO:0002675	"neurofibrosarcoma"	1	3	0	0	0	0
MONDO:0019707	"primary osteolysis"	0	1	1	0	1	0
MONDO:0003676	"inferolateral myocardial infarct"	1	1	0	0	0	0
MONDO:0020334	"mast cell leukemia"	1	12	5	0	5	0
MONDO:0005407	"childhood eosinophilic esophagitis"	1	1	1	0	1	1
MONDO:0001498	"varicocele"	1	7	1	0	1	1
MONDO:0002362	"serous surface papilloma"	1	4	1	0	1	0
MONDO:0005113	"bacterial infectious disease"	1	12	3	0	3	1
MONDO:0020752	"EJM1"	0	1	1	0	1	0
MONDO:0006277	"lung lymphangioleiomyomatosis"	1	13	6	0	6	1
MONDO:0001482	"testicular leukemia"	1	3	1	0	1	0
MONDO:0017015	"primary interstitial lung disease specific to childhood"	0	3	1	0	1	0
MONDO:0002942	"sebaceous basal cell carcinoma"	0	1	0	0	0	0
MONDO:0003273	"sternum cancer"	1	3	1	0	1	1
MONDO:0004244	"proximal-type epithelioid sarcoma"	1	4	2	0	2	0
MONDO:0007675	"glutamic acid decarboxylase, brain, membrane form"	0	1	1	0	1	0
MONDO:0022403	"Ahumada Del Castillo syndrome"	1	1	0	0	0	0
MONDO:0021333	"carcinoma of lip"	1	3	2	0	2	1
MONDO:0021129	"microphthalmia"	1	12	4	0	4	0
MONDO:0019151	"oligocone trichromacy"	1	4	2	0	2	0
MONDO:0000859	"spina bifida occulta (disease)"	1	7	2	0	2	0
MONDO:0011849	"psoriatic arthritis"	1	10	4	0	4	1
MONDO:0006079	"ameloblastic carcinoma"	1	6	3	0	3	0
MONDO:0014181	"amyotrophic lateral sclerosis type 20"	1	3	1	0	1	1
MONDO:0020063	"malformation syndrome with hamartosis"	0	2	1	0	1	0
MONDO:0015253	"Diamond-Blackfan anemia"	1	12	4	0	4	0
MONDO:0002187	"vulvar disease"	1	5	2	0	2	0
MONDO:0005858	"mucinous cystadenocarcinoma"	1	6	2	0	2	0
MONDO:0006229	"gastric small cell neuroendocrine carcinoma"	1	5	3	0	3	1
MONDO:0013521	"dyskeratosis congenita, autosomal dominant 2"	1	3	1	0	1	1
MONDO:0024283	"Demodex folliculitis"	1	4	1	0	1	1
MONDO:0010426	"X-linked endothelial corneal dystrophy"	1	7	3	0	3	0
MONDO:0012592	"osteogenesis imperfecta type 11"	1	5	1	0	1	1
MONDO:0005400	"obsolete ventricular fibrillation"	0	0	0	0	0	0
MONDO:0003167	"obsolete pleomorphic xanthoastrocytoma"	0	0	0	0	0	0
MONDO:0013737	"hereditary spastic paraplegia 46"	1	7	3	0	3	1
MONDO:0000068	"obsolete mucolipidosis"	0	0	0	0	0	0
MONDO:0009340	"non-spherocytic hemolytic anemia due to hexokinase deficiency"	1	5	2	0	2	0
MONDO:0013768	"arterial calcification, generalized, of infancy, 2"	1	2	1	0	1	1
MONDO:0018815	"aneurysmal bone cyst (disease)"	1	6	3	0	3	0
MONDO:0007881	"tooth agenesis, selective, 4"	1	2	1	0	1	1
MONDO:0006398	"retroperitoneal inflammatory myofibroblastic tumor"	1	3	2	0	2	1
MONDO:0018687	"progressive muscular atrophy"	1	10	4	0	4	0
MONDO:0014674	"maturity-onset diabetes of the young type 14"	1	3	1	0	1	1
MONDO:0004833	"plantar fasciitis"	1	7	2	0	2	0
MONDO:0009198	"congenital lethal erythroderma"	1	6	3	0	3	0
MONDO:0012411	"giant axonal neuropathy 2"	1	7	2	0	2	1
MONDO:0025381	"avian leukosis"	1	2	0	0	0	0
MONDO:0017056	"DYRK1A-related intellectual disability syndrome due to 21q22.13q22.2 microdeletion"	0	3	1	0	1	0
MONDO:0020847	"mental retardation, autosomal dominant 58"	0	1	1	0	1	0
MONDO:0015514	"genetic endocrine growth disease"	0	3	1	0	1	0
MONDO:0003704	"uterine corpus diffuse leiomyomatosis"	1	4	1	0	1	1
MONDO:0001397	"mononeuropathy"	1	6	1	0	1	0
MONDO:0014583	"congenital myasthenic syndrome 3A"	1	3	1	0	1	0
MONDO:0010817	"autosomal dominant nonsyndromic deafness 2A"	1	5	1	0	1	1
MONDO:0018568	"COG2-CDG"	0	3	1	0	1	0
MONDO:0003517	"mature teratoma"	1	6	3	0	3	0
MONDO:0010369	"NYS5"	0	2	1	0	1	0
MONDO:0018023	"hemoglobin M disease"	0	8	3	0	3	0
MONDO:0004491	"uterine corpus choriocarcinoma"	1	4	2	0	2	1
MONDO:0003894	"mediastinal melanocytic neurilemmoma"	1	3	1	0	1	0
MONDO:0002992	"obsolete juvenile xanthogranuloma"	0	0	0	0	0	0
MONDO:0000412	"neonatal period electroclinical syndrome"	1	1	0	0	0	0
MONDO:0001786	"uterine inflammatory disease"	0	6	1	0	1	0
MONDO:0009116	"lactose intolerance (disease)"	1	11	4	0	4	0
MONDO:0016675	"distal arthrogryposis type 10"	0	6	3	0	3	0
MONDO:0041825	"bacterial meningitis caused by gram-negative bacteria"	0	2	1	0	1	1
MONDO:0008250	"isolated growth hormone deficiency type II"	0	8	3	0	3	0
MONDO:0008906	"obsolete carbimazole sensitivity"	0	1	0	0	0	0
MONDO:0006769	"gastroparesis (disease)"	1	10	2	0	2	0
MONDO:0011581	"arrhythmogenic cardiomyopathy with woolly hair and keratoderma"	1	7	3	0	3	0
MONDO:0015307	"Madras motor neuron disease"	1	4	1	0	1	0
MONDO:0003535	"fallopian tube papillary adenocarcinoma"	1	3	1	0	1	1
MONDO:0015491	"immune complex mediated vasculitis"	0	1	1	0	1	0
MONDO:0002717	"spinal cord intramedullary teratoma"	0	3	1	0	1	0
MONDO:0015788	"symptomatic form of hemophilia B in female carriers"	1	3	1	0	1	0
MONDO:0000943	"acute hydrops keratoconus"	0	4	1	0	1	0
MONDO:0003051	"non specific chronic endometritis"	1	3	1	0	1	0
MONDO:0018146	"idiopathic macular telangiectasia type 1"	1	3	1	0	1	0
MONDO:0030019	"anauxetic dysplasia 3"	0	1	1	0	1	0
MONDO:0016753	"obsolete benign schwannoma"	0	0	0	0	0	0
MONDO:0008181	"palmaris longus muscle, absence of"	0	1	1	0	1	0
MONDO:0000769	"chicken egg allergy"	1	1	0	0	0	0
MONDO:0017402	"familial isolated arrhythmogenic ventricular dysplasia, biventricular form"	0	3	1	0	1	0
MONDO:0001381	"bladder lymphoma"	1	3	1	0	1	1
MONDO:0001476	"coloboma"	1	6	2	0	2	0
MONDO:0017308	"obsolete Marfan syndrome type 2"	1	6	0	0	0	0
MONDO:0000510	"synucleinopathy"	1	1	0	0	0	1
MONDO:0014245	"Diamond-Blackfan anemia 12"	1	2	1	0	1	1
MONDO:0011759	"Hurler-Scheie syndrome"	1	8	4	0	4	0
MONDO:0021229	"ciliary body neoplasm"	1	2	1	0	1	1
MONDO:0006033	"diffuse intrinsic pontine glioma"	1	6	4	0	4	0
MONDO:0002183	"enthesopathy"	1	7	1	0	1	1
MONDO:0014945	"myopathy, distal, with rimmed vacuoles"	0	2	1	0	1	0
MONDO:0016132	"rare hereditary disease with peripheral neuropathy"	0	1	1	0	1	0
MONDO:0009159	"Ehlers-Danlos syndrome, cardiac valvular type"	1	6	3	0	3	0
MONDO:0007377	"granular corneal dystrophy type I"	1	7	3	0	3	0
MONDO:0015302	"nodular cutaneous amyloidosis"	1	7	2	0	2	0
MONDO:0019673	"postaxial polydactyly type A (disease)"	0	5	2	0	2	0
MONDO:0022338	"ALK+ histiocytosis"	0	1	0	0	0	0
MONDO:0004836	"intravascular fasciitis"	1	5	2	0	2	0
MONDO:0015072	"liver neuroendocrine carcinoma"	1	6	3	0	3	1
MONDO:0007415	"mitochondrial complex III deficiency nuclear type 1"	1	4	1	0	1	1
MONDO:0022610	"bronchiectasis oligospermia"	0	1	0	0	0	0
MONDO:0011458	"Leber congenital amaurosis 4"	1	6	1	0	1	1
MONDO:0021351	"neoplasm of neck"	1	4	2	0	2	1
MONDO:0016304	"classic pantothenate kinase-associated neurodegeneration"	0	3	1	0	1	0
MONDO:0019974	"obsolete postencephalitic parkinsonism"	0	0	0	0	0	0
MONDO:0007422	"keratoderma hereditarium mutilans"	0	7	3	0	3	0
MONDO:0004838	"orthostatic proteinuria"	0	5	0	0	0	0
MONDO:0007530	"electroencephalographic peculiarity: 14 and 6 per sec. positive spike phenomenon"	0	1	1	0	1	0
MONDO:0001056	"gastric cancer"	1	16	2	0	2	1
MONDO:0015674	"late infantile neuronal ceroid lipofuscinosis"	1	3	2	0	2	0
MONDO:0013482	"Meckel syndrome, type 8"	1	4	1	0	1	1
MONDO:0018150	"Gaucher disease"	1	10	3	0	3	0
MONDO:0019617	"pituitary deficiency due to empty sella turcica syndrome"	0	5	2	0	2	0
MONDO:0014573	"Cole-Carpenter syndrome 2"	1	2	1	0	1	1
MONDO:0009612	"methylmalonic aciduria due to methylmalonyl-CoA mutase deficiency"	1	7	3	0	3	0
MONDO:0000233	"Japanese spotted fever"	1	2	0	0	0	1
MONDO:0003352	"colon sarcoma"	1	3	1	0	1	1
MONDO:0009017	"corneal degeneration, band-shaped spheroid"	0	1	1	0	1	0
MONDO:0009245	"Friedreich ataxia"	1	12	4	0	4	0
MONDO:0014177	"myopia 22, autosomal dominant"	0	2	1	0	1	0
MONDO:0032846	"osteogenesis imperfecta, type 20"	0	1	1	0	1	0
MONDO:0017237	"hereditary sensorimotor neuropathy with hyperelastic skin"	0	4	1	0	1	0
MONDO:0002216	"brain sarcoma"	1	3	1	0	1	1
MONDO:0014696	"cerebrooculofacioskeletal syndrome 3"	0	3	1	0	1	0
MONDO:0014660	"microcephaly 15, primary, autosomal recessive"	0	3	1	0	1	0
MONDO:0007602	"obsolete favism, susceptibility to"	0	1	0	0	0	0
MONDO:0023076	"eosinophilic pustular folliculitis"	1	5	1	0	1	0
MONDO:0013223	"autosomal recessive spondylometaphyseal dysplasia, Megarbane type"	1	5	2	0	2	1
MONDO:0004835	"necrotizing fasciitis"	1	9	2	0	2	0
MONDO:0012642	"major affective disorder 4"	0	2	1	0	1	0
MONDO:0008642	"VACTERL/vater association"	1	13	4	0	4	0
MONDO:0013778	"pseudohypoaldosteronism type 2C"	1	5	2	0	2	1
MONDO:0014767	"Seckel syndrome 9"	1	3	1	0	1	1
MONDO:0009429	"hypophosphatemia, renal, with intracerebral calcifications"	0	3	1	0	1	0
MONDO:0005458	"obsolete q fever"	0	0	0	0	0	0
MONDO:0015000	"epileptic encephalopathy, early infantile, 48"	1	2	1	0	1	1
MONDO:0013777	"pseudohypoaldosteronism type 2B"	1	5	2	0	2	1
MONDO:0021309	"malignant neoplasm of endocervix"	1	4	2	0	2	1
MONDO:0018241	"primary short bowel syndrome"	0	3	1	0	1	0
MONDO:0018940	"congenital myasthenic syndrome"	1	12	4	0	4	0
MONDO:0023176	"formaldehyde poisoning"	0	2	0	0	0	1
MONDO:0006421	"small intestinal tubular adenoma"	1	3	2	0	2	1
MONDO:0003772	"cerebral meningioma"	1	4	2	0	2	1
MONDO:0001380	"bladder dome cancer"	1	5	1	0	1	1
MONDO:0002406	"dermatitis"	1	7	2	0	2	1
MONDO:0019087	"cholangiocarcinoma"	1	16	5	0	5	1
MONDO:0004595	"acute pulmonary heart disease"	0	4	1	0	1	0
MONDO:0005821	"late congenital syphilis"	0	11	2	0	2	0
MONDO:0044270	"obsolete bilirubin, serum level of, quantitative trait locus 1"	0	1	0	0	0	0
MONDO:0001478	"anisometropia (disease)"	1	9	1	0	1	0
MONDO:0015606	"Xp22.3 microdeletion syndrome"	1	5	2	0	2	0
MONDO:0003852	"ovarian solid teratoma"	1	3	1	0	1	0
MONDO:0001457	"secondary vitreoretinal degeneration"	0	5	1	0	1	0
MONDO:0011179	"leishmaniasis, tegumentary, susceptibility to"	0	1	1	0	1	0
MONDO:0006338	"obsolete ovarian germ cell tumor"	0	0	0	0	0	0
MONDO:0009939	"pulmonic stenosis and congenital nephrosis"	0	4	2	0	2	0
MONDO:0005100	"systemic sclerosis"	1	16	4	0	4	0
MONDO:0001534	"ocular hyperemia"	0	3	1	0	1	0
MONDO:0017415	"multiple pterygium syndrome"	0	6	2	0	2	0
MONDO:0012209	"branchiogenic deafness syndrome"	1	6	3	0	3	0
MONDO:0014394	"Diamond-Blackfan anemia 13"	1	2	1	0	1	1
MONDO:0009525	"split hand-foot malformation 3"	1	9	4	0	4	0
MONDO:0022171	"chromhidrosis"	1	4	1	0	1	0
MONDO:0003206	"acquired hemangioma"	1	3	1	0	1	1
MONDO:0012159	"LNCR1"	0	2	1	0	1	0
MONDO:0005623	"autoimmune thyroid disease"	1	4	1	0	1	1
MONDO:0009849	"hyperimmunoglobulinemia D with periodic fever"	1	5	2	0	2	0
MONDO:0008271	"polydactyly of an index finger"	1	7	3	0	3	0
MONDO:0022934	"Davis Lafer syndrome"	0	3	0	0	0	0
MONDO:0007199	"blepharochalasis, superior"	0	3	1	0	1	0
MONDO:0017400	"hypoplastic pancreas-intestinal atresia-hypoplastic gallbalder syndrome"	1	3	1	0	1	0
MONDO:0020343	"alpha-crystallinopathy"	0	2	1	0	1	0
MONDO:0015194	"sideroblastic anemia"	1	15	4	0	4	0
MONDO:0008920	"carnitine deficiency, myopathic"	0	4	1	0	1	0
MONDO:0002185	"hyperostosis"	1	8	2	0	2	0
MONDO:0011538	"frontoocular syndrome"	0	3	1	0	1	0
MONDO:0022560	"benign metastasizing leiomyoma"	1	1	0	0	0	1
MONDO:0001624	"acute sphenoidal sinusitis"	1	7	1	0	1	1
MONDO:0020950	"viral eye infection"	1	3	1	0	1	1
MONDO:0023197	"frontonasal dysplasia Klippel feil syndrome"	0	1	0	0	0	0
MONDO:0017485	"femoral agenesis/hypoplasia, bilateral"	0	2	1	0	1	0
MONDO:0016723	"pineocytoma (disease)"	1	11	5	0	5	0
MONDO:0015322	"Pierre Robin syndrome associated with bone disease"	0	2	1	0	1	0
MONDO:0000363	"gummatous syphilis"	1	1	0	0	0	0
MONDO:0016639	"lower limb deficiency-hypospadias syndrome"	1	3	1	0	1	0
MONDO:0033043	"spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy"	0	4	2	0	2	0
MONDO:0019454	"myelodysplastic syndrome with excess blasts"	1	10	4	0	4	0
MONDO:0009623	"Nijmegen breakage syndrome"	1	11	4	0	4	0
MONDO:0000261	"adenoiditis"	1	7	1	0	1	1
MONDO:0008695	"chorea-acanthocytosis"	1	7	3	0	3	0
MONDO:0013059	"Aicardi-Goutieres syndrome 5"	1	3	1	0	1	1
MONDO:0004213	"vulvar non-keratinizing squamous cell carcinoma"	1	3	1	0	1	0
MONDO:0000598	"aphasia"	1	3	0	0	0	0
MONDO:0005615	"plasmacytoma"	1	14	4	0	4	0
MONDO:0002537	"inverted papilloma"	1	6	2	0	2	0
MONDO:0009140	"Silverman-Handmaker type dyssegmental dysplasia"	1	8	3	0	3	0
MONDO:0016744	"primary melanocytic tumor of central nervous system"	0	2	1	0	1	0
MONDO:0010266	"intellectual disability, X-linked 58"	1	3	1	0	1	1
MONDO:0019642	"vitamin D-dependent rickets, type 2"	1	4	3	0	3	0
MONDO:0017775	"melioidosis"	1	16	3	0	3	1
MONDO:0017810	"variant ABeta2M amyloidosis"	1	5	2	0	2	0
MONDO:0022786	"cleft palate colobomata radial synostosis deafness"	0	1	0	0	0	0
MONDO:0007570	"erythema palmare hereditarium"	1	6	3	0	3	0
MONDO:0000585	"obsolete Good syndrome"	0	0	0	0	0	0
MONDO:0013317	"torsade-de-pointes syndrome with short coupling interval"	1	5	3	0	3	0
MONDO:0006015	"Waterhouse-Friderichsen syndrome"	1	13	4	0	4	0
MONDO:0018100	"familial primary hypomagnesemia"	1	7	4	0	4	0
MONDO:0002420	"tic disorder"	1	8	1	0	1	0
MONDO:0015706	"mosaic trisomy 1"	0	3	1	0	1	0
MONDO:0006561	"eyelid hypopigmentation"	1	6	2	0	2	0
MONDO:0012911	"pseudohypoparathyroidism type 1C"	1	7	3	0	3	0
MONDO:0011724	"encephalopathy due to GLUT1 deficiency"	1	8	3	0	3	0
MONDO:0019227	"inborn disorder of glycerol metabolism"	1	1	1	0	1	1
MONDO:0017458	"postaxial polydactyly of toes"	0	4	2	0	2	0
MONDO:0016011	"fetal alcohol syndrome"	1	8	3	0	3	0
MONDO:0003897	"breast epithelioid hemangioma"	1	3	1	0	1	1
MONDO:0044704	"oropharynx squamous cell carcinoma"	1	3	3	0	3	1
MONDO:0015862	"obsolete embryonal carcinoma"	0	0	0	0	0	0
MONDO:0000410	"funisitis"	1	5	2	0	2	0
MONDO:0020021	"diaphragmatic or abdominal wall malformation"	0	1	1	0	1	0
MONDO:0020797	"decompression sickness"	1	4	1	0	1	0
MONDO:0021468	"benign neoplasm of adrenal medulla"	1	3	2	0	2	1
MONDO:0005613	"mesonephric adenocarcinoma"	1	3	2	0	2	0
MONDO:0023042	"ectodermal dysplasia margarita type"	0	1	0	0	0	0
MONDO:0001241	"transient neonatal neutropenia"	0	6	1	0	1	0
MONDO:0005710	"composite lymphoma"	1	8	3	0	3	0
MONDO:0002238	"ascending colon cancer"	1	5	1	0	1	1
MONDO:0020569	"intermediate DEND syndrome"	1	2	1	0	1	0
MONDO:0018325	"juvenile myasthenia gravis"	1	2	1	0	1	1
MONDO:0008477	"spondylometaphyseal dysplasia, Kozlowski type"	1	5	2	0	2	0
MONDO:0000681	"tactile agnosia"	1	1	0	0	0	1
MONDO:0044978	"disease of cell nucleus"	0	0	0	0	0	1
MONDO:0018771	"congenital anomaly of ventricular septum"	1	1	1	0	1	1
MONDO:0002155	"cholecystitis"	1	10	2	0	2	1
MONDO:0018546	"serotonin syndrome"	1	6	3	0	3	0
MONDO:0018154	"Madelung deformity"	1	6	2	0	2	0
MONDO:0001355	"ocular siderosis"	1	5	1	0	1	1
MONDO:0010662	"paraplegia-intellectual disability-hyperkeratosis syndrome"	1	6	2	0	2	0
MONDO:0023275	"Graham-Boyle-Troxell syndrome"	1	7	2	0	2	0
MONDO:0017628	"myospherulosis"	0	4	2	0	2	0
MONDO:0022869	"coronary arteries congenital malformation"	0	1	0	0	0	0
MONDO:0022648	"cardiomyopathy and deafness due to tRNA lysine gene mutation"	1	5	0	0	0	0
MONDO:0020713	"pulmonary venoocclusive disease 1"	0	1	1	0	1	1
MONDO:0004985	"bipolar disorder"	1	15	3	0	3	0
MONDO:0003779	"obsolete gliomatosis cerebri"	0	0	0	0	0	0
MONDO:0012677	"atrial fibrillation, familial, 4"	1	3	1	0	1	1
MONDO:0022968	"dextrocardia with situs inversus"	1	1	0	0	0	0
MONDO:0015508	"genetic parenchymatous liver disease"	0	2	1	0	1	1
MONDO:0019339	"47,XYY syndrome"	1	7	3	0	3	0
MONDO:0033311	"Joubert syndrome 33"	0	3	1	0	1	0
MONDO:0021367	"leukemia, myeloid, accelerated-phase"	1	3	1	0	1	0
MONDO:0008995	"Yunis-Varon syndrome"	1	7	2	0	2	0
MONDO:0017701	"glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form"	0	3	1	0	1	0
MONDO:0014488	"diabetes mellitus, noninsulin-dependent, 5"	1	2	1	0	1	1
MONDO:0007311	"Charcot-Marie-Tooth disease type 1E"	1	7	2	0	2	0
MONDO:0015285	"Carney complex"	1	8	3	0	3	0
MONDO:0012917	"specific language impairment 4"	0	3	1	0	1	0
MONDO:0010880	"telangiectasia, hereditary hemorrhagic, type 2"	1	2	1	0	1	1
MONDO:0013818	"trichohepatoenteric syndrome 2"	1	2	1	0	1	1
MONDO:0019231	"inborn disorder of pentose phosphate metabolism"	0	3	1	0	1	0
MONDO:0001109	"petrositis"	1	16	1	0	1	1
MONDO:0033954	"monoclonal mast cell activation syndrome"	0	1	1	0	1	0
MONDO:0017704	"familial partial epilepsy"	1	4	1	0	1	1
MONDO:0019888	"distal trisomy 20q"	1	3	2	0	2	0
MONDO:0010155	"Dorfman-Chanarin disease"	0	5	3	0	3	0
MONDO:0008830	"aspartylglucosaminuria"	1	10	4	0	4	0
MONDO:0012130	"myofibrillar myopathy 2"	1	6	2	0	2	1
MONDO:0001442	"dysthymic disorder"	1	8	3	0	3	0
MONDO:0002276	"obsolete arteriosclerotic cardiovascular disease"	0	0	0	0	0	0
MONDO:0014841	"trichothiodystrophy 6, nonphotosensitive"	1	2	1	0	1	1
MONDO:0003767	"mitral valve disease"	1	12	2	0	2	1
MONDO:0023232	"giant cell myocarditis"	1	4	2	0	2	0
MONDO:0002485	"breast neuroendocrine neoplasm"	1	3	1	0	1	1
MONDO:0018591	"ITM2B amyloidosis"	0	6	2	0	2	0
MONDO:0019113	"benign paroxysmal torticollis of infancy"	1	4	2	0	2	0
MONDO:0011626	"acromegaloid features, overgrowth, cleft palate, and hernia"	0	4	1	0	1	0
MONDO:0002713	"epidural spinal canal neoplasm"	1	5	2	0	2	1
MONDO:0033310	"Joubert syndrome 31"	0	2	1	0	1	0
MONDO:0001802	"acute tympanitis"	0	8	1	0	1	0
MONDO:0012208	"congenital reticular ichthyosiform erythroderma"	0	5	3	0	3	0
MONDO:0019222	"inborn disorder of methionine cycle and sulfur amino acid metabolism"	1	5	2	0	2	1
MONDO:0000596	"paraphilic disorder"	1	3	1	0	1	0
MONDO:0054831	"Coffin-Siris syndrome 7"	0	2	1	0	1	0
MONDO:0001074	"chronic tic disorder"	1	4	1	0	1	1
MONDO:0015569	"congenital nasal pyriform aperture stenosis with holoprosencephaly"	0	2	1	0	1	0
MONDO:0005007	"colon mucinous adenocarcinoma"	1	4	2	0	2	1
MONDO:0005847	"middle lobe syndrome"	1	5	2	0	2	0
MONDO:0010950	"type 1 diabetes mellitus 8"	1	5	1	0	1	0
MONDO:0032688	"polymicrogyria with or without vascular-type ehlers-danlos syndrome"	0	1	1	0	1	0
MONDO:0018262	"fetal anticonvulsant syndrome"	0	3	1	0	1	0
