cls	clsLabel	numSuperCls
MONDO:0850271	"myeloid leukemia associated with down syndrome"	1
MONDO:1011977	"progressive retinal atrophy, non-human animal"	1
MONDO:0006146	"chondroid hamartoma"	1
UBERON:0005039	"mucosa of bronchiole"	2
MONDO:0018363	"focal facial dermal dysplasia"	1
CHEBI:25354	"mineralocorticoid"	1
MONDO:0030768	"epidermolysis bullosa, junctional 5A, intermediate"	1
MONDO:0024566	"febrile seizures, familial, 11"	2
MONDO:0012674	"age related macular degeneration 10"	1
MONDO:0017322	"disorders of vitamin D metabolism"	2
MONDO:1010713	"pyruvate dehydrogenase deficiency, dog"	3
MONDO:0017567	"macrodactyly of toes, bilateral"	1
MONDO:0001736	"neonatal infective mastitis"	1
HP:0001315	"Reduced tendon reflexes"	1
MONDO:0019324	"pemphigus foliaceus"	1
HP:0031047	"Paraproteinemia"	1
MONDO:0015404	"rapidly involuting congenital hemangioma"	1
MONDO:0970998	"auroneurodental syndrome"	1
GO:0099577	"regulation of translation at presynapse, modulating synaptic transmission"	3
MONDO:0006052	"pulmonary tuberculosis"	2
UBERON:0011919	"yolk sac blood island"	2
MONDO:0005146	"post-traumatic stress disorder"	1
MONDO:0008115	"Feingold syndrome type 1"	1
http://identifiers.org/hgnc/795	"ATM"	1
HP:0009165	"Stippling of the epiphysis of the distal phalanx of the 5th finger"	3
MONDO:0019713	"non-syndromic limb reduction defect"	1
MAXO:0001428	"therapeutic procedure of feces"	1
MONDO:0043103	"hypothyroidism due to iodide transport defect"	1
MONDO:0008882	"congenital bowing of long bones"	2
HP:0010917	"Abnormal circulating tyrosine concentration"	1
MONDO:0003661	"breast lymphoma"	2
MONDO:0014208	"Charcot-Marie-Tooth disease type 2R"	1
MONDO:0019204	"respiratory bronchiolitis-interstitial lung disease syndrome"	1
UBERON:0001015	"musculature"	1
HP:0002242	"Abnormal intestine morphology"	1
GO:0000070	"mitotic sister chromatid segregation"	2
NCBITaxon:140713	"Tunga"	1
NCBITaxon:11157	"Mononegavirales"	1
MONDO:0020420	"pulmonary branch stenosis"	1
GO:0001675	"acrosome assembly"	5
MONDO:0850046	"amniotic fluid embolism"	1
MONDO:0021041	"pleural solitary fibrous tumor"	2
CL:1001587	"uterine cervix glandular cell"	2
HP:0010365	"Symphalangism affecting the phalanges of the 3rd toe"	3
MONDO:0007973	"mental and growth retardation with amblyopia"	1
GO:0150075	"negative regulation of protein-glutamine gamma-glutamyltransferase activity"	2
GO:1901160	"primary amino compound metabolic process"	1
CL:0000317	"sebum secreting cell"	2
GO:0044877	"protein-containing complex binding"	1
MONDO:0012687	"familial cavitary optic disk anomaly"	2
MONDO:0045053	"osteogenic neoplasm"	1
MONDO:0021642	"vulval varices"	2
MONDO:0016268	"papillary carcinoma of the corpus uteri"	3
MONDO:0017598	"primary cutaneous anaplastic large cell lymphoma"	4
http://identifiers.org/hgnc/6944	"MCM2"	1
MONDO:0014725	"spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome"	1
MONDO:0859321	"mitochondrial complex 3 deficiency, nuclear type 11"	1
HsapDv:0000124	"30-year-old stage"	1
MONDO:0008873	"microcephalic osteodysplastic primordial dwarfism, type 3"	3
MONDO:0003835	"gastric cardia adenocarcinoma"	2
MONDO:0012267	"holoprosencephaly 8"	1
MONDO:0018754	"cyanide poisoning"	1
MONDO:0012342	"7q11.23 microduplication syndrome"	2
MONDO:0014289	"macrocephaly-developmental delay syndrome"	2
MONDO:1012035	"cardiomyopathy and woolly haircoat syndrome, cattle"	1
GO:0035441	"cell migration involved in vasculogenesis"	1
ENVO:01000304	"high pressure environment"	1
MONDO:0013458	"hyperuricemia-pulmonary hypertension-renal failure-alkalosis syndrome"	3
http://identifiers.org/hgnc/6447	"KRT9"	1
CL:0000149	"visual pigment cell"	1
MONDO:0008558	"autoimmune thrombocytopenic purpura"	6
MONDO:0000129	"glutaric aciduria"	1
UBERON:0011589	"non-mineralized cartilage tissue"	1
HP:0003117	"Abnormal circulating hormone concentration"	1
UBERON:0007473	"lumen of epithelial sac"	1
GO:0050952	"sensory perception of electrical stimulus"	1
MONDO:0004004	"motor nerve neuritis"	2
MONDO:0003503	"fallopian tube squamous cell carcinoma"	2
MONDO:0850122	"solid adenocarcinoma with mucin production"	1
MONDO:0018684	"idiopathic neonatal atrial flutter"	2
NCBITaxon:782	"Rickettsia prowazekii"	1
MONDO:0018533	"undifferentiated carcinoma of liver and intrahepatic biliary tract"	2
MONDO:0010551	"Charcot-Marie-Tooth disease X-linked recessive 3"	1
UBERON:0000088	"trophoblast"	1
UBERON:0006807	"ectepicondyle of humerus"	2
ECTO:9001842	"exposure to anticoagulant"	1
UBERON:0015143	"mesenteric fat pad"	2
CL:1000310	"adipocyte of epicardial fat of right ventricle"	1
MONDO:0030711	"Anemia, congenital dyserythropoietic, type IIIb, autosomal recessive"	1
NCBITaxon:3398	"Magnoliopsida"	1
NCBITaxon:27716	"Tinca"	1
MONDO:0014621	"Brugada syndrome 9"	1
GO:0004618	"phosphoglycerate kinase activity"	2
HP:0012743	"Abdominal obesity"	1
MONDO:1010238	"leukodystrophy, non-human animal"	1
UBERON:0001610	"lingual artery"	2
MONDO:0968981	"autosomal recessive nonsyndromic hearing loss 124"	1
MONDO:0015351	"neuropathy with hearing impairment"	1
MONDO:0003950	"nipple carcinoma"	3
MONDO:0024663	"primary skin meningioma"	2
GO:0051248	"negative regulation of protein metabolic process"	2
MONDO:0006050	"pleomorphic breast carcinoma"	1
MONDO:0000173	"muscular dystrophy-dystroglycanopathy, type C"	1
ENVO:09200005	"mass density of soil"	1
MONDO:0014278	"immunodeficiency 18"	2
MONDO:0009575	"thiamine-responsive megaloblastic anemia syndrome"	3
http://identifiers.org/hgnc/18501	"RPS4Y2"	1
GO:0001755	"neural crest cell migration"	1
GO:0060786	"regulation of cell differentiation involved in tissue homeostasis"	1
GO:0032941	"secretion by tissue"	2
MONDO:1011212	"coloboma, Mexican tetra"	1
MONDO:0002614	"bone inflammation disease"	1
PATO:0002011	"neoplastic"	1
CHEBI:33661	"monocyclic compound"	1
MONDO:0023153	"tuberculous ascites"	1
MONDO:0002429	"idiopathic interstitial pneumonia"	2
http://identifiers.org/hgnc/12774	"WNT1"	1
NCBITaxon:47570	"Schizotrypanum"	1
MONDO:1010061	"hyperaldosteronism, non-human animal"	1
MONDO:0004764	"fibular collateral ligament bursitis"	1
HP:0004006	"Round radial epiphyses"	1
GO:0048232	"male gamete generation"	1
MONDO:0012805	"childhood onset GLUT1 deficiency syndrome 2"	2
MONDO:0011291	"ALG6-congenital disorder of glycosylation 1C"	2
http://identifiers.org/hgnc/16791	"TSEN15"	1
MONDO:0003120	"mixed testicular germ cell cancer"	2
MONDO:1012306	"cutaneous papillomatosis, horse"	1
HP:0009964	"Duplication of the proximal phalanx of the 3rd finger"	3
UBERON:0010911	"ossicle"	1
MONDO:0024954	"larva migrans, visceral"	2
MONDO:1011550	"Legg-Calvé-Perthes disease, dog"	2
MONDO:0001555	"neonatal thyrotoxicosis"	1
http://identifiers.org/hgnc/30078	"REEP6"	1
UBERON:0001972	"submucosa of esophagus"	1
MONDO:0012091	"autosomal recessive nonsyndromic hearing loss 32"	1
MONDO:0024468	"anterior pituitary gland disorder"	1
MONDO:0013923	"microcephaly 9, primary, autosomal recessive"	1
MONDO:0019945	"solar urticaria"	1
MONDO:1012302	"spondylosis deformans, domestic cat"	1
MONDO:0006211	"fibrous hamartoma of infancy"	1
HP:0001317	"Abnormal cerebellum morphology"	1
HP:0040256	"Aplastic/Hypoplastic nasopharyngeal adenoids"	1
HP:0007973	"Retinal dysplasia"	1
MONDO:0015043	"extramedullary soft tissue plasmacytoma"	1
MONDO:0019815	"accessory tricuspid valve tissue"	1
MONDO:0018597	"plastic bronchitis"	2
CHR:9606-chrXp22.13-p22.2	"Xp22.13-p22.2 (Human)"	1
MONDO:0033630	"neurodevelopmental disorder with speech impairment and dysmorphic facies"	1
http://identifiers.org/hgnc/9051	"PLAT"	1
http://identifiers.org/hgnc/9052	"PLAU"	1
UBERON:0010150	"duct of major vestibular gland"	2
UBERON:0001353	"anal region"	1
MONDO:1010608	"exocrine pancreatic insufficiency, domestic cat"	1
MONDO:0018810	"lethal hydranencephaly-diaphragmatic hernia syndrome"	1
MONDO:0007935	"cystoid macular edema"	1
HP:0009779	"3-4 toe syndactyly"	1
http://identifiers.org/hgnc/6442	"KRT5"	1
MONDO:0021682	"viral sexually transmitted disease"	2
MONDO:0040501	"ehlers-danlos syndrome, arthrochalasia type, 2"	1
MONDO:0019923	"Beckwith-Wiedemann syndrome due to paternal uniparental disomy of chromosome 11"	3
NCBITaxon:5765	"Vahlkampfiidae"	1
NCBITaxon:2732543	"Hepelivirales"	1
MONDO:0002966	"splenic manifestation of prolymphocytic leukemia"	3
MONDO:0001877	"infertility due to extratesticular cause"	1
MONDO:0002817	"adrenal gland cancer"	3
HP:0002633	"Vasculitis"	1
GO:0048715	"negative regulation of oligodendrocyte differentiation"	2
UBERON:0011094	"vertebra cartilage element"	2
MONDO:0009405	"cervical hypertrichosis-peripheral neuropathy syndrome"	2
MONDO:0003554	"adenosquamous colon carcinoma"	2
MONDO:1011543	"idiopathic pulmonary fibrosis, dog"	1
HP:0005372	"Abnormality of B cell physiology"	1
MONDO:0007970	"melorheostosis"	1
http://identifiers.org/hgnc/28303	"ODAD3"	1
ECTO:9002130	"exposure to food preservative"	1
MONDO:0031213	"restrictive dermopathy"	1
MONDO:0006307	"mixed somatotroph-lactotroph pituitary gland adenoma"	1
NCBITaxon:1009842	"unclassified Hepeviridae"	1
UBERON:0005294	"gonadal ridge"	1
MONDO:0100449	"FLVCR1-related retinopathy with or without ataxia"	2
MONDO:0013902	"aortic valve disease 2"	1
UBERON:0003051	"ear vesicle"	4
MONDO:0021131	"frontal lobe ependymal tumor"	3
GO:2000282	"regulation of cellular amino acid biosynthetic process"	2
MONDO:0001835	"facial paralysis"	1
http://identifiers.org/hgnc/15459	"P2RX2"	1
MONDO:0011423	"autosomal recessive limb-girdle muscular dystrophy type 2E"	3
MONDO:0001260	"cercarial dermatitis"	3
MONDO:0030067	"Treacher Collins syndrome 4"	1
MONDO:0002030	"chronic cervicitis"	1
MONDO:0011902	"Charcot-Marie-Tooth disease type 1F"	1
NCBITaxon:338152	"Felinae"	1
MONDO:0011773	"anauxetic dysplasia"	1
NCBITaxon:41013	"Tinea"	1
HP:0010594	"Abnormality of the proximal fibular epiphysis"	1
MONDO:0010550	"Charcot-Marie-Tooth disease X-linked recessive 2"	1
http://identifiers.org/ncbigene/101087258	"ITGB2"	1
MONDO:0019261	"infantile neuronal ceroid lipofuscinosis"	2
MONDO:0850106	"non-specific autoimmune brainstem encephalitis without characteristic antibodies"	1
http://identifiers.org/hgnc/7467	"MTTP"	1
MONDO:0859215	"dystonia, early-onset, and/or spastic paraplegia"	1
CL:4042003	"border associated macrophage"@en	1
MONDO:0022871	"corpus callosum agenesis of blepharophimosis robin type"	2
MONDO:0016204	"idiopathic copper-associated cirrhosis"	2
MONDO:0060457	"autoinflammation with arthritis and dyskeratosis"	1
UBERON:0010187	"female urethral gland"	1
MONDO:0016289	"malignant germ cell tumor of cervix uteri"	2
UBERON:0001073	"ileocecal junction"	1
NCBITaxon:59522	"Antidorcas"	1
HP:0100293	"Hypertrophied muscle fibers"	1
NCBITaxon:35278	"unclassified ssRNA positive-strand viruses"	1
MONDO:0005560	"brain disorder"	1
MONDO:0002857	"gallbladder sarcoma"	2
MONDO:0013128	"familial juvenile hyperuricemic nephropathy type 2"	2
MONDO:0958343	"PAPASH syndrome"	1
HP:0034916	"Abnormal anus physiology"	2
MONDO:1010598	"hypoparathyroidism, dog"	1
UBERON:0000924	"ectoderm"	1
MONDO:0800470	"TUBB4A-related neurologic disorder"	1
MONDO:0010808	"fatal familial insomnia"	3
MONDO:0044781	"nephrotic syndrome of childhood - steroid sensitive"	1
HP:0002240	"Hepatomegaly"	2
MONDO:0032793	"O'Donnell-Luria-Rodan syndrome"	1
UBERON:0018529	"female inguinal ring"	2
MONDO:0021120	"functioning endocrine neoplasm"	1
NCBITaxon:1314	"Streptococcus pyogenes"	1
UBERON:0008835	"hepatic diverticulum"	5
HP:0410167	"Abnormal morphology of the chest musculature"	1
MONDO:0018801	"congenital bilateral absence of vas deferens"	3
MONDO:0957538	"amyotrophic lateral sclerosis 28"	1
http://identifiers.org/hgnc/464	"AMH"	1
MONDO:0859271	"glycosylphosphatidylinositol biosynthesis defect 25"	1
MONDO:0019735	"polymyalgia rheumatica"	2
UBERON:3010200	"vasculature of respiratory integument"	1
CL:0002432	"CD24-positive, CD4 single-positive thymocyte"	1
MONDO:0013337	"neuropathy, hereditary sensory and autonomic, type 1C"	1
MONDO:0005091	"severe acute respiratory syndrome"	3
http://identifiers.org/hgnc/9721	"PYCR1"	1
http://identifiers.org/hgnc/7381	"MST1R"	1
GO:0001992	"regulation of systemic arterial blood pressure by vasopressin"	1
HP:0011751	"Abnormal posterior pituitary morphogenesis"	1
UBERON:0004652	"humerus diaphysis"	2
CHR:9606-chr7p2	"7p2 (Human)"	1
MONDO:0011608	"dermatitis, atopic, 5"	1
MONDO:0011609	"dermatitis, atopic, 6"	1
ENVO:01000317	"aquatic environment"	2
HP:0100080	"Enlarged epiphyses of the 5th toe"	2
MONDO:0014338	"IL21-related infantile inflammatory bowel disease"	1
MONDO:1010976	"Huntington disease, Rhesus monkey"	1
http://identifiers.org/hgnc/15925	"SAMHD1"	1
MONDO:0006066	"acinar prostate adenocarcinoma, foamy gland variant"	1
MONDO:0019396	"collagen type III glomerulopathy"	1
MONDO:0014714	"progressive microcephaly-seizures-cortical blindness-developmental delay syndrome"	3
MONDO:0100068	"SLC10A7-congenital disorder of glycosylation"	2
MONDO:0010310	"osteopathia striata with cranial sclerosis"	1
MONDO:0013876	"basal cell carcinoma, susceptibility to, 7"	2
MONDO:0007423	"deafness, mid-tone neural"	1
http://identifiers.org/hgnc/11237	"SPG7"	1
MONDO:0009139	"dyssegmental dysplasia, Rolland-Desbuquois type"	1
MONDO:0700266	"paraneoplastic cutaneous syndrome"	2
MONDO:0016607	"odontohypophosphatasia"	1
MONDO:0012220	"Griscelli syndrome type 3"	1
MONDO:1012011	"renal amyloidosis, cattle"	1
MONDO:0019580	"papular mucinosis of infancy"	1
NCBITaxon:59848	"Chrysopsini"	1
MONDO:0008188	"papillomatosis, confluent and reticulated"	1
http://identifiers.org/hgnc/12371	"RSPH1"	1
HP:0100763	"Abnormality of the lymphatic system"	2
MONDO:0012292	"hepatitis C virus, susceptibility to"	1
MONDO:0001376	"urinary bladder anterior wall cancer"	1
MONDO:0003098	"mediastinal neural neoplasm"	2
MONDO:0017467	"tibio-fibular synostosis"	1
MONDO:0010314	"polymicrogyria, bilateral perisylvian, X-linked"	1
MONDO:0957810	"developmental delay, dysmorphic facies, and brain anomalies"	1
http://identifiers.org/hgnc/3666	"FGF10"	1
UBERON:0004180	"mammary gland fat"	2
http://identifiers.org/hgnc/15836	"PROKR2"	1
NCBITaxon:694014	"Avian coronavirus"	1
MONDO:0018910	"oculocutaneous albinism"	3
GO:0048242	"epinephrine secretion"	2
HP:0009257	"Pseudoepiphysis of the distal phalanx of the 4th finger"	3
UBERON:0001467	"shoulder"	1
MONDO:0016071	"juvenile hyaline fibromatosis"	6
NCBITaxon:2093	"Mycoplasma"	1
UBERON:0001816	"autonomic nerve plexus"	1
MONDO:0012064	"choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome"	2
PATO:0000610	"open"	1
MONDO:0956988	"EZB-MYC- diffuse large B-cell lymphoma"	1
MONDO:0024246	"syringofibroadenoma"	3
MONDO:0009512	"lethal Larsen-like syndrome"	1
http://identifiers.org/hgnc/21317	"DYM"	1
UBERON:0005343	"cortical plate"	1
MONDO:0012419	"age related macular degeneration 7"	1
MONDO:0030897	"Lessel-Kreienkamp syndrome"	1
GO:0048864	"stem cell development"	1
ECTO:7000073	"exposure to mineral material"	1
MONDO:0016505	"aldosterone-producing adrenal cortex adenoma"	2
HP:0005257	"Thoracic hypoplasia"	1
MONDO:0037254	"transitional cell neoplasm"	1
NCBITaxon:6236	"Rhabditida"	1
MONDO:0002879	"uterine body mixed cancer"	3
UBERON:3010654	"rectus cervicis"	1
GO:0010921	"regulation of phosphatase activity"	2
MONDO:0036915	"benign ovarian mucinous tumor"	3
MONDO:0800128	"combined immunodeficiency due to POLE2 deficiency"	1
GO:0043062	"extracellular structure organization"	1
MONDO:0001366	"splenic sequestration"	1
CL:1001592	"gallbladder glandular cell"	2
CL:2000029	"central nervous system neuron"	1
MONDO:0008998	"Cockayne syndrome type 3"	1
HP:0008070	"Sparse hair"	1
http://identifiers.org/hgnc/3373	"EP300"	1
MONDO:0014911	"growth retardation, intellectual developmental disorder, hypotonia, and hepatopathy"	2
MONDO:0015053	"hereditary angioedema type 1"	1
MONDO:0015054	"hereditary angioedema type 2"	1
MONDO:0017360	"vitamin B12-unresponsive methylmalonic acidemia type mut0"	1
MONDO:0008314	"pronation-supination of the forearm, impairment of"	1
HP:0030319	"Weakness of facial musculature"	1
MONDO:0005938	"renal tuberculosis"	4
CHEBI:38166	"organic heteropolycyclic compound"	2
MONDO:0001506	"prostatocystitis"	2
NCBITaxon:34390	"Epidermophyton"	1
MONDO:0012551	"alopecia areata 2"	2
http://identifiers.org/hgnc/6949	"MCM6"	1
MONDO:0100500	"Mendelian neurodevelopmental disorder"	2
MONDO:0016166	"hereditary hyperparathyroidism"	2
MONDO:0011085	"Charcot-Marie-Tooth disease type 4D"	1
MONDO:0957790	"immune dysregulation, autoimmunity, and autoinflammation"	1
GO:0051446	"positive regulation of meiotic cell cycle"	3
NCBITaxon:5014	"Dothideales"	1
MONDO:0002278	"benign colon neoplasm"	2
HP:0030086	"Reduced CSF lactate"	1
MONDO:0002089	"retinal vascular occlusion"	2
CL:0019002	"tracheobronchial chondrocyte"@en	1
HP:0100075	"Stippling of the epiphyses of the 4th toe"	2
MONDO:1012153	"megaesophagus, dog"	1
MONDO:0015587	"rolandic epilepsy-speech dyspraxia syndrome"	1
HP:0006402	"Distal shortening of limbs"	1
MONDO:0012430	"cerebellar ataxia, intellectual disability, and dysequilibrium syndrome 2"	1
NCBITaxon:133894	"Penaeus"	1
MONDO:0002044	"spastic ectropion"	1
CHEBI:26820	"sulfates"	1
HP:0040258	"Hypoplastic nasopharyngeal adenoids"	2
MONDO:0014649	"intellectual disability, autosomal recessive 50"	1
CL:0002123	"B220-low CD38-positive IgG-negative class switched memory B cell"	1
MONDO:0000590	"autoimmune disorder of peripheral nervous system"	2
MONDO:0027091	"xanthogranulomatous sialadenitis"	1
MONDO:0016193	"qualitative or quantitative defects of alpha-actin"	1
GO:0060764	"cell-cell signaling involved in mammary gland development"	1
MONDO:0020651	"mixed germ cell tumor of vulva"	3
UBERON:0004268	"lower arm connective tissue"	1
http://identifiers.org/hgnc/6535	"LDHA"	1
MONDO:0004295	"asbestos-related lung carcinoma"	1
MONDO:1010278	"persistent Mullerian duct syndrome, non-human animal"	1
http://identifiers.org/hgnc/3815	"FOXI1"	1
HP:0008437	"Bifid thoracic vertebrae"	1
MONDO:0001187	"urinary bladder cancer"	2
GO:1900048	"positive regulation of hemostasis"	2
NCBITaxon:28450	"Burkholderia pseudomallei"	1
MONDO:0015264	"cryptogenic organizing pneumonia"	1
MONDO:0011991	"autosomal recessive nonsyndromic hearing loss 38"	1
HP:0000972	"Palmoplantar hyperkeratosis"	2
NCBITaxon:3744	"Rosales"	1
MONDO:0005885	"optic neuritis"	3
PATO:0001591	"curvature"	1
UBERON:0010199	"bona-fide anatomical boundary"	1
MONDO:0043218	"neurovascular disorder"	2
http://identifiers.org/hgnc/6947	"MCM4"	1
MONDO:0007450	"neurohypophyseal diabetes insipidus"	6
MONDO:0008087	"hereditary neuropathy with liability to pressure palsies"	2
MONDO:0012608	"neuronopathy, distal hereditary motor, autosomal recessive 4"	2
GO:0098773	"skin epidermis development"	2
MONDO:0003311	"endometrial stromal tumor"	1
MONDO:0016523	"bronchogenic cyst"	2
MONDO:0000358	"orofacial cleft"	2
MONDO:0037250	"childhood testicular neoplasm"	2
http://identifiers.org/hgnc/21061	"SERAC1"	1
HP:0002221	"Absent axillary hair"	2
http://identifiers.org/hgnc/603	"APOB"	1
MONDO:0001504	"fetishistic disorder"	1
http://identifiers.org/hgnc/9689	"PTS"	1
http://identifiers.org/hgnc/15710	"LDB3"	1
MONDO:0011760	"Scheie syndrome"	3
UBERON:0003821	"metapodium bone"	3
http://identifiers.org/hgnc/26162	"PYROXD1"	1
