?mondo_class	?label	?mondo_subclass	?subClassOf_source	?xref
MONDO:0021109	inverted urothelial papilloma	MONDO:0004041	NCIT:C6192	NCIT:C6192
MONDO:0003469	epithelioid cell synovial sarcoma	MONDO:0005067	NCIT:C4278	NCIT:C4278
MONDO:0037253	ovarian thecoma	MONDO:0037252	NCIT:C66989	NCIT:C66989
MONDO:0015459	nasopharyngeal carcinoma	MONDO:0021345	NCIT:C3871	NCIT:C3871
MONDO:0015459	nasopharyngeal carcinoma	MONDO:0021345	NCIT:C3871	NCIT:C9321
MONDO:0015459	nasopharyngeal carcinoma	MONDO:0021315	NCIT:C3871	NCIT:C3871
MONDO:0015459	nasopharyngeal carcinoma	MONDO:0021315	NCIT:C3871	NCIT:C9321
MONDO:0003887	ovarian mucinous adenofibroma	MONDO:0002398	NCIT:C40040	NCIT:C40040
MONDO:0002739	extrahepatic bile duct mucinous adenocarcinoma	MONDO:0004957	NCIT:C5846	NCIT:C5846
MONDO:0002739	extrahepatic bile duct mucinous adenocarcinoma	MONDO:0002665	NCIT:C5846	NCIT:C5846
MONDO:0008177	extramammary Paget disease	MONDO:0021165	NCIT:C3302	NCIT:C3302
MONDO:0021315	malignant tumor of nasopharynx	MONDO:0005517	NCIT:C9321	NCIT:C9321
MONDO:0021315	malignant tumor of nasopharynx	MONDO:0005375	NCIT:C9321	NCIT:C9321
MONDO:0005059	leukemia	MONDO:0044881	NCIT:C3161	NCIT:C3161
MONDO:0004351	intraocular lymphoma	MONDO:0004034	NCIT:C9184	NCIT:C9184
MONDO:0009837	choroid plexus papilloma	MONDO:0044764	NCIT:C3698	NCIT:C5800
MONDO:0009837	choroid plexus papilloma	MONDO:0044764	NCIT:C3698	NCIT:C3698
MONDO:0009837	choroid plexus papilloma	MONDO:0002363	NCIT:C3698	NCIT:C5800
MONDO:0009837	choroid plexus papilloma	MONDO:0002363	NCIT:C3698	NCIT:C3698
MONDO:0003341	subungual glomus tumor	MONDO:0002295	NCIT:C36079	NCIT:C36079
MONDO:0024879	metastatic carcinoma	MONDO:0024878	NCIT:C3482	NCIT:C3482
MONDO:0024879	metastatic carcinoma	MONDO:0024880	NCIT:C3482	NCIT:C3482
MONDO:0021317	cancer of cerebellum	MONDO:0002913	NCIT:C3569	NCIT:C3569
MONDO:0005224	acute myeloblastic leukemia without maturation	MONDO:0015667	NCIT:C3249	NCIT:C3249
MONDO:0002035	colon lymphoma	MONDO:0024656	NCIT:C4793	NCIT:C4793
MONDO:0002035	colon lymphoma	MONDO:0021063	NCIT:C4793	NCIT:C4793
MONDO:0005411	gallbladder cancer	MONDO:0021253	NCIT:C7481	NCIT:C35676
MONDO:0005411	gallbladder cancer	MONDO:0021253	NCIT:C7481	NCIT:C3844
MONDO:0005411	gallbladder cancer	MONDO:0021253	NCIT:C7481	NCIT:C7481
MONDO:0005411	gallbladder cancer	MONDO:0021253	NCIT:C7481	NCIT:C3048
MONDO:0002214	brain germinoma	MONDO:0001657	NCIT:C6284	NCIT:C6284
MONDO:0021138	bone marrow cancer	MONDO:0005374	NCIT:C35501	NCIT:C35501
MONDO:0003655	cerebral lymphoma	MONDO:0002731	NCIT:C7611	NCIT:C7611
MONDO:0003655	cerebral lymphoma	MONDO:0002571	NCIT:C7611	NCIT:C7611
MONDO:0021485	benign neoplasm of iris	MONDO:0021224	NCIT:C4555	NCIT:C4555
MONDO:0003185	adenoid cystic breast carcinoma	MONDO:0006256	NCIT:C5130	NCIT:C5130
MONDO:0003185	adenoid cystic breast carcinoma	MONDO:0004971	NCIT:C5130	NCIT:C5130
MONDO:0004516	bulbomembranous urethral cancer	MONDO:0004197	NCIT:C39869	NCIT:C39869
MONDO:0004174	secretory uterine corpus endometrioid adenocarcinoma	MONDO:0006192	NCIT:C27839	NCIT:C27839
MONDO:0024246	syringofibroadenoma	MONDO:0021110	NCIT:C43356	NCIT:C43356
MONDO:0024246	syringofibroadenoma	MONDO:0024247	NCIT:C43356	NCIT:C43356
MONDO:0002792	cerebellar vermis medulloblastoma	MONDO:0007959	NCIT:C5401	NCIT:C5401
MONDO:0019470	aggressive NK-cell leukemia	MONDO:0001014	NCIT:C8647	NCIT:C8647
MONDO:0021650	uterine corpus neuroendocrine neoplasm	MONDO:0019496	NCIT:C126771	NCIT:C126771
MONDO:0021650	uterine corpus neuroendocrine neoplasm	MONDO:0021254	NCIT:C126771	NCIT:C126771
MONDO:0006164	colorectal sessile serrated adenoma/polyp	MONDO:0005484	NCIT:C83176	NCIT:C83176
MONDO:0003478	childhood ependymoma	MONDO:0016698	NCIT:C8578	NCIT:C8578
MONDO:0021370	neoplasm of minor salivary gland	MONDO:0021357	NCIT:C4409	NCIT:C4409
MONDO:0002642	trochlear nerve neoplasm	MONDO:0002633	NCIT:C5825	NCIT:C5825
MONDO:0002642	trochlear nerve neoplasm	MONDO:0007002	NCIT:C5825	NCIT:C5825
MONDO:0016419	hereditary breast carcinoma	MONDO:0004989	NCIT:C4503	NCIT:C4503
MONDO:0005216	hypopharyngeal carcinoma	MONDO:0005806	NCIT:C9465	NCIT:C9465
MONDO:0005216	hypopharyngeal carcinoma	MONDO:0021345	NCIT:C9465	NCIT:C9465
MONDO:0037002	benign phyllodes tumor	MONDO:0005165	NCIT:C4274	NCIT:C4274
MONDO:0037002	benign phyllodes tumor	MONDO:0005078	NCIT:C4274	NCIT:C4274
MONDO:0018078	soft tissue sarcoma	MONDO:0005089	NCIT:C9306	NCIT:C9306
MONDO:0018078	soft tissue sarcoma	MONDO:0024637	NCIT:C9306	NCIT:C9306
MONDO:0003859	bilateral meningioma of optic nerve	MONDO:0002640	NCIT:C5304	NCIT:C5304
MONDO:0003859	bilateral meningioma of optic nerve	MONDO:0024648	NCIT:C5304	NCIT:C5304
MONDO:0019496	neuroendocrine neoplasm	MONDO:0002082	NCIT:C3809	NCIT:C3809
MONDO:0002090	eccrine sweat gland neoplasm	MONDO:0002381	NCIT:C6796	NCIT:C6796
MONDO:0004478	pregerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma	MONDO:0003864	NCIT:C37204	NCIT:C37204
MONDO:0021455	benign neoplasm of neck	MONDO:0021351	NCIT:C4884	NCIT:C4884
MONDO:0010768	gonadoblastoma	MONDO:0002478	NCIT:C3754	NCIT:C3754
MONDO:0010768	gonadoblastoma	MONDO:0002478	NCIT:C3754	NCIT:C39985
MONDO:0015070	laryngeal neuroendocrine neoplasm	MONDO:0021071	NCIT:C6023	NCIT:C6023
MONDO:0003155	cavernous hemangioma	MONDO:0006500	NCIT:C3086	NCIT:C3086
MONDO:0006509	papillary carcinoma	MONDO:0004993	NCIT:C2927	NCIT:C2927
MONDO:0006509	papillary carcinoma	MONDO:0021096	NCIT:C2927	NCIT:C2927
MONDO:0003342	benign perivascular tumor	MONDO:0002604	NCIT:C6529	NCIT:C6529
MONDO:0004667	sublingual gland cancer	MONDO:0044743	NCIT:C3527	NCIT:C3527
MONDO:0004667	sublingual gland cancer	MONDO:0021242	NCIT:C3527	NCIT:C3527
MONDO:0037254	transitional cell neoplasm	MONDO:0005626	NCIT:C6783	NCIT:C6783
MONDO:0002447	endometrial carcinoma	MONDO:0011962	NCIT:C7558	NCIT:C7558
MONDO:0003888	childhood testicular mixed embryonal carcinoma and teratoma	MONDO:0003787	NCIT:C6539	NCIT:C6539
MONDO:0003400	childhood endodermal sinus tumor	MONDO:0005744	NCIT:C27364	NCIT:C27364
MONDO:0003400	childhood endodermal sinus tumor	MONDO:0004479	NCIT:C27364	NCIT:C27364
MONDO:0006375	placental hemangioma	MONDO:0021498	NCIT:C4868	NCIT:C4868
MONDO:0006375	placental hemangioma	MONDO:0006500	NCIT:C4868	NCIT:C4868
MONDO:0024247	benign eccrine neoplasm	MONDO:0021489	NCIT:C6797	NCIT:C6797
MONDO:0024247	benign eccrine neoplasm	MONDO:0002090	NCIT:C6797	NCIT:C6797
MONDO:0003186	esophageal adenoid cystic carcinoma	MONDO:0004971	NCIT:C5342	NCIT:C5342
MONDO:0000620	breast benign neoplasm	MONDO:0021100	NCIT:C4505	NCIT:C4505
MONDO:0003602	intracranial liposarcoma	MONDO:0005060	NCIT:C6973	NCIT:C6973
MONDO:0004519	synovial angioma	MONDO:0024715	NCIT:C6525	NCIT:C6525
MONDO:0004519	synovial angioma	MONDO:0006500	NCIT:C6525	NCIT:C6525
MONDO:0002864	anus rhabdomyosarcoma	MONDO:0002865	NCIT:C5610	NCIT:C5610
MONDO:0002038	head and neck carcinoma	MONDO:0004993	NCIT:C35850	NCIT:C35850
MONDO:0002038	head and neck carcinoma	MONDO:0004993	NCIT:C35850	NCIT:C6077
MONDO:0002038	head and neck carcinoma	MONDO:0005627	NCIT:C35850	NCIT:C35850
MONDO:0002038	head and neck carcinoma	MONDO:0005627	NCIT:C35850	NCIT:C6077
MONDO:0006165	colorectal squamous cell carcinoma	MONDO:0005096	NCIT:C43588	NCIT:C43588
MONDO:0006165	colorectal squamous cell carcinoma	MONDO:0024331	NCIT:C43588	NCIT:C43588
MONDO:0003351	colon leiomyosarcoma	MONDO:0003352	NCIT:C5494	NCIT:C5494
MONDO:0004383	adult central nervous system germinoma	MONDO:0002999	NCIT:C5792	NCIT:C5792
MONDO:0004383	adult central nervous system germinoma	MONDO:0003405	NCIT:C5792	NCIT:C5792
MONDO:0003858	anterior optic tract meningioma	MONDO:0024648	NCIT:C7538	NCIT:C7538
MONDO:0016260	uterine corpus rhabdomyosarcoma	MONDO:0005210	NCIT:C127058	NCIT:C127058
MONDO:0016260	uterine corpus rhabdomyosarcoma	MONDO:0005212	NCIT:C127058	NCIT:C127058
MONDO:0037003	malignant phyllodes tumor	MONDO:0005078	NCIT:C4275	NCIT:C4275
MONDO:0037003	malignant phyllodes tumor	MONDO:0005853	NCIT:C4275	NCIT:C4275
MONDO:0044884	tonsillar lymphoma	MONDO:0006998	NCIT:C5918	NCIT:C5918
MONDO:0006367	pharyngeal adenoid cystic carcinoma	MONDO:0021345	NCIT:C5818	NCIT:C5818
MONDO:0006367	pharyngeal adenoid cystic carcinoma	MONDO:0004971	NCIT:C5818	NCIT:C5818
MONDO:0002162	fallopian tube adenosarcoma	MONDO:0005636	NCIT:C40125	NCIT:C40125
MONDO:0002162	fallopian tube adenosarcoma	MONDO:0002158	NCIT:C40125	NCIT:C40125
MONDO:0004479	malignant childhood germ cell neoplasm	MONDO:0006517	NCIT:C6541	NCIT:C6541
MONDO:0004479	malignant childhood germ cell neoplasm	MONDO:0006290	NCIT:C6541	NCIT:C6541
MONDO:0004479	malignant childhood germ cell neoplasm	MONDO:0003751	NCIT:C6541	NCIT:C6541
MONDO:0021456	benign neoplasm of sternum	MONDO:0021578	NCIT:C8416	NCIT:C8416
MONDO:0021516	benign neoplasm of glottis	MONDO:0002354	NCIT:C4605	NCIT:C4605
MONDO:0021516	benign neoplasm of glottis	MONDO:0002353	NCIT:C4605	NCIT:C4605
MONDO:0037255	ovarian serous tumor	MONDO:0002229	NCIT:C8431	NCIT:C8431
MONDO:0037255	ovarian serous tumor	MONDO:0037256	NCIT:C8431	NCIT:C8431
MONDO:0002448	laryngeal sarcoma	MONDO:0002352	NCIT:C6020	NCIT:C6020
MONDO:0003889	"infiltrating bladder urothelial carcinoma, clear cell variant"	MONDO:0003890	NCIT:C39827	NCIT:C39827
MONDO:0003401	central nervous system endodermal sinus tumor	MONDO:0016739	NCIT:C6209	NCIT:C6209
MONDO:0003401	central nervous system endodermal sinus tumor	MONDO:0016739	NCIT:C6209	NCIT:C7011
MONDO:0003401	central nervous system endodermal sinus tumor	MONDO:0003400	NCIT:C6209	NCIT:C6209
MONDO:0003401	central nervous system endodermal sinus tumor	MONDO:0003400	NCIT:C6209	NCIT:C7011
MONDO:0003401	central nervous system endodermal sinus tumor	MONDO:0003750	NCIT:C6209	NCIT:C6209
MONDO:0003401	central nervous system endodermal sinus tumor	MONDO:0003750	NCIT:C6209	NCIT:C7011
MONDO:0004353	extrahepatic biliary papillomatosis	MONDO:0003455	NCIT:C7124	NCIT:C7124
MONDO:0021279	mucoepidermoid carcinoma of submandibular gland	MONDO:0006286	NCIT:C5939	NCIT:C5939
MONDO:0021279	mucoepidermoid carcinoma of submandibular gland	MONDO:0004724	NCIT:C5939	NCIT:C5939
MONDO:0004540	epithelioid malignant peripheral nerve sheath tumor	MONDO:0017827	NCIT:C6561	NCIT:C6561
MONDO:0004518	anterior urethra cancer	MONDO:0004192	NCIT:C7641	NCIT:C7641
MONDO:0004176	childhood extraosseous osteosarcoma	MONDO:0002621	NCIT:C27376	NCIT:C27376
MONDO:0004176	childhood extraosseous osteosarcoma	MONDO:0002623	NCIT:C27376	NCIT:C27376
MONDO:0006563	inverted follicular keratosis	MONDO:0008420	NCIT:C9007	NCIT:C9007
MONDO:0018504	undifferentiated carcinoma of stomach	MONDO:0004950	NCIT:C5476	NCIT:C5476
MONDO:0018504	undifferentiated carcinoma of stomach	MONDO:0005617	NCIT:C5476	NCIT:C5476
MONDO:0024469	chondrogenic neoplasm	MONDO:0002616	NCIT:C4755	NCIT:C4755
MONDO:0002794	adult medulloblastoma	MONDO:0007959	NCIT:C4011	NCIT:C4011
MONDO:0002794	adult medulloblastoma	MONDO:0007959	NCIT:C4011	NCIT:C9373
MONDO:0002794	adult medulloblastoma	MONDO:0003260	NCIT:C4011	NCIT:C4011
MONDO:0002794	adult medulloblastoma	MONDO:0003260	NCIT:C4011	NCIT:C9373
MONDO:0002216	brain sarcoma	MONDO:0001657	NCIT:C5154	NCIT:C5154
MONDO:0002216	brain sarcoma	MONDO:0002217	NCIT:C5154	NCIT:C5154
MONDO:0044704	oropharynx squamous cell carcinoma	MONDO:0044926	NCIT:C8181	NCIT:C8181
MONDO:0044704	oropharynx squamous cell carcinoma	MONDO:0000536	NCIT:C8181	NCIT:C8181
MONDO:0004384	maxillary sinus inverted papilloma	MONDO:0004457	NCIT:C6840	NCIT:C6840
MONDO:0003187	Bartholin gland adenoid cystic carcinoma	MONDO:0004971	NCIT:C40295	NCIT:C40295
MONDO:0006973	skin appendage carcinoma	MONDO:0002656	NCIT:C3775	NCIT:C3775
MONDO:0021372	neoplasm of temporal lobe	MONDO:0021374	NCIT:C5567	NCIT:C5567
MONDO:0003206	acquired hemangioma	MONDO:0006500	NCIT:C27018	NCIT:C27018
MONDO:0002490	breast sarcoma	MONDO:0018078	NCIT:C4670	NCIT:C4670
MONDO:0002490	breast sarcoma	MONDO:0007254	NCIT:C4670	NCIT:C4670
MONDO:0018160	hereditary retinoblastoma	MONDO:0008380	NCIT:C8495	NCIT:C8495
MONDO:0001309	oculomotor nerve paralysis	MONDO:0002782	NCIT:C27597	NCIT:C27597
MONDO:0001309	oculomotor nerve paralysis	MONDO:0003546	NCIT:C27597	NCIT:C27597
MONDO:0003072	retinal cancer	MONDO:0021231	NCIT:C3216	NCIT:C3216
MONDO:0003072	retinal cancer	MONDO:0021231	NCIT:C3216	NCIT:C4800
MONDO:0003072	retinal cancer	MONDO:0002236	NCIT:C3216	NCIT:C3216
MONDO:0003072	retinal cancer	MONDO:0002236	NCIT:C3216	NCIT:C4800
MONDO:0042493	gastric non-hodgkin lymphoma	MONDO:0001059	NCIT:C27235	NCIT:C27235
MONDO:0002865	anus sarcoma	MONDO:0001879	NCIT:C5611	NCIT:C5611
MONDO:0003352	colon sarcoma	MONDO:0021063	NCIT:C5495	NCIT:C5495
MONDO:0017884	papillary renal cell carcinoma	MONDO:0002512	NCIT:C6975	NCIT:C6975
MONDO:0017884	papillary renal cell carcinoma	MONDO:0002512	NCIT:C6975	NCIT:C27890
MONDO:0015808	folliculotropic mycosis fungoides	MONDO:0045071	NCIT:C35685	NCIT:C35685
MONDO:0024797	adult brain stem neoplasm	MONDO:0021228	NCIT:C5967	NCIT:C5967
MONDO:0003541	adult acute lymphoblastic leukemia	MONDO:0004967	NCIT:C4967	NCIT:C4967
MONDO:0021457	benign neoplasm of pleura	MONDO:0021065	NCIT:C3603	NCIT:C3603
MONDO:0003970	gastric fundus carcinoma	MONDO:0004950	NCIT:C8398	NCIT:C8398
MONDO:0015072	liver neuroendocrine carcinoma	MONDO:0018531	NCIT:C96787	NCIT:C96787
MONDO:0021517	benign neoplasm of trachea	MONDO:0021210	NCIT:C3602	NCIT:C3602
MONDO:0044885	tonsillar lipoma	MONDO:0005106	NCIT:C5989	NCIT:C5989
MONDO:0044885	tonsillar lipoma	MONDO:0021513	NCIT:C5989	NCIT:C5989
MONDO:0005131	cervical carcinoma	MONDO:0002974	NCIT:C9039	NCIT:C9039
MONDO:0037256	serous neoplasm	MONDO:0024276	NCIT:C7074	NCIT:C7074
MONDO:0016695	oligodendroglioma	MONDO:0021639	NCIT:C3288	NCIT:C6960
MONDO:0016695	oligodendroglioma	MONDO:0021639	NCIT:C3288	NCIT:C3288
MONDO:0016695	oligodendroglioma	MONDO:0018744	NCIT:C3288	NCIT:C6960
MONDO:0016695	oligodendroglioma	MONDO:0018744	NCIT:C3288	NCIT:C3288
MONDO:0021045	fibroepithelial neoplasm	MONDO:0021043	NCIT:C3743	NCIT:C3743
MONDO:0003402	testicular yolk sac tumor	MONDO:0003403	NCIT:C8000	NCIT:C8000
MONDO:0003402	testicular yolk sac tumor	MONDO:0005744	NCIT:C8000	NCIT:C8000
MONDO:0003402	testicular yolk sac tumor	MONDO:0002874	NCIT:C8000	NCIT:C8000
MONDO:0006050	pleomorphic breast carcinoma	MONDO:0004953	NCIT:C5161	NCIT:C5161
MONDO:0004092	thymic basaloid carcinoma	MONDO:0003486	NCIT:C6456	NCIT:C6456
MONDO:0004092	thymic basaloid carcinoma	MONDO:0003493	NCIT:C6456	NCIT:C6456
MONDO:0003680	periosteal chondrosarcoma	MONDO:0021054	NCIT:C7357	NCIT:C7357
MONDO:0020794	colorectal medullary carcinoma	MONDO:0005008	NCIT:C43590	NCIT:C43590
MONDO:0004669	salivary gland cancer	MONDO:0021357	NCIT:C3811	NCIT:C3811
MONDO:0004669	salivary gland cancer	MONDO:0005627	NCIT:C3811	NCIT:C3811
MONDO:0021210	trachea neoplasm	MONDO:0020641	NCIT:C3419	NCIT:C3419
MONDO:0021210	trachea neoplasm	MONDO:0002567	NCIT:C3419	NCIT:C3419
MONDO:0002837	sarcomatoid transitional cell carcinoma	MONDO:0006406	NCIT:C4120	NCIT:C4120
MONDO:0002837	sarcomatoid transitional cell carcinoma	MONDO:0006474	NCIT:C4120	NCIT:C4120
MONDO:0036696	spleen neoplasm	MONDO:0002332	NCIT:C3383	NCIT:C3383
MONDO:0036696	spleen neoplasm	MONDO:0002334	NCIT:C3383	NCIT:C3383
MONDO:0015523	epithelioid hemangioendothelioma	MONDO:0002095	NCIT:C3800	NCIT:C3800
MONDO:0015523	epithelioid hemangioendothelioma	MONDO:0021121	NCIT:C3800	NCIT:C3800
MONDO:0002217	central nervous system sarcoma	MONDO:0018078	NCIT:C5153	NCIT:C5153
MONDO:0003775	lateral ventricle meningioma	MONDO:0003772	NCIT:C5302	NCIT:C5302
MONDO:0003775	lateral ventricle meningioma	MONDO:0002772	NCIT:C5302	NCIT:C5302
MONDO:0044705	paranasal sinus squamous cell carcinoma	MONDO:0000380	NCIT:C8193	NCIT:C8193
MONDO:0004177	benign urethral neoplasm	MONDO:0021239	NCIT:C3619	NCIT:C3428
MONDO:0004177	benign urethral neoplasm	MONDO:0021239	NCIT:C3619	NCIT:C3619
MONDO:0006377	pleural biphasic mesothelioma	MONDO:0006109	NCIT:C45665	NCIT:C45665
MONDO:0044926	oropharyngeal carcinoma	MONDO:0004608	NCIT:C9105	NCIT:C9105
MONDO:0044926	oropharyngeal carcinoma	MONDO:0021345	NCIT:C9105	NCIT:C9105
MONDO:0006974	small cell sarcoma	MONDO:0005089	NCIT:C3746	NCIT:C3746
MONDO:0021373	neoplasm of parietal lobe	MONDO:0021374	NCIT:C5573	NCIT:C5573
MONDO:0004404	refractory precursor T-lymphoblastic lymphoma/leukemia	MONDO:0003537	NCIT:C8696	NCIT:C8696
MONDO:0003606	adrenal medulla cancer	MONDO:0002817	NCIT:C4396	NCIT:C4856
MONDO:0003606	adrenal medulla cancer	MONDO:0002817	NCIT:C4396	NCIT:C4396
MONDO:0003606	adrenal medulla cancer	MONDO:0021237	NCIT:C4396	NCIT:C4856
MONDO:0003606	adrenal medulla cancer	MONDO:0021237	NCIT:C4396	NCIT:C4396
MONDO:0004550	malignant cornea melanoma	MONDO:0006325	NCIT:C4553	NCIT:C4553
MONDO:0004550	malignant cornea melanoma	MONDO:0003802	NCIT:C4553	NCIT:C4553
MONDO:0003353	heart leiomyosarcoma	MONDO:0003354	NCIT:C5364	NCIT:C5364
MONDO:0003353	heart leiomyosarcoma	MONDO:0005058	NCIT:C5364	NCIT:C5364
MONDO:0001204	esophagus sarcoma	MONDO:0007576	NCIT:C5341	NCIT:C5341
MONDO:0006369	pineal parenchymal tumor of intermediate differentiation	MONDO:0024890	NCIT:C6967	NCIT:C6967
MONDO:0002469	lacrimal gland carcinoma ex pleomorphic adenoma	MONDO:0002472	NCIT:C6804	NCIT:C6804
MONDO:0002469	lacrimal gland carcinoma ex pleomorphic adenoma	MONDO:0002463	NCIT:C6804	NCIT:C6804
MONDO:0004270	breast ductal adenoma	MONDO:0002058	NCIT:C40384	NCIT:C40384
MONDO:0003073	trilateral retinoblastoma	MONDO:0008380	NCIT:C7019	NCIT:C7019
MONDO:0042494	childhood malignant melanoma	MONDO:0005105	NCIT:C131506	NCIT:C131506
MONDO:0015809	localized pagetoid reticulosis	MONDO:0045071	NCIT:C35794	NCIT:C35794
MONDO:0003971	gastric pylorus carcinoma	MONDO:0004950	NCIT:C6795	NCIT:C6795
MONDO:0019328	macrocystic lymphatic malformation	MONDO:0002013	NCIT:C53316	NCIT:C53316
MONDO:0015073	"gallbladder neuroendocrine tumor, grade 1/2"	MONDO:0024502	NCIT:C96918	NCIT:C96918
MONDO:0015073	"gallbladder neuroendocrine tumor, grade 1/2"	MONDO:0000386	NCIT:C96918	NCIT:C96918
MONDO:0000631	bone benign neoplasm	MONDO:0019060	NCIT:C4880	NCIT:C4880
MONDO:0002810	pancreatic serous cystic neoplasm	MONDO:0021076	NCIT:C41248	NCIT:C41248
MONDO:0021046	breast fibroepithelial neoplasm	MONDO:0021045	NCIT:C40405	NCIT:C40405
MONDO:0021046	breast fibroepithelial neoplasm	MONDO:0021100	NCIT:C40405	NCIT:C40405
MONDO:0007608	desmoid tumor	MONDO:0005031	NCIT:C9182	NCIT:C9182
MONDO:0016696	anaplastic oligodendroglioma	MONDO:0018744	NCIT:C4326	NCIT:C4326
MONDO:0016696	anaplastic oligodendroglioma	MONDO:0020633	NCIT:C4326	NCIT:C4326
MONDO:0016696	anaplastic oligodendroglioma	MONDO:0021640	NCIT:C4326	NCIT:C4326
MONDO:0003750	childhood central nervous system germ cell tumor	MONDO:0003751	NCIT:C6205	NCIT:C6205
MONDO:0003750	childhood central nervous system germ cell tumor	MONDO:0003000	NCIT:C6205	NCIT:C6205
MONDO:0003403	testicular non-seminomatous germ cell cancer	MONDO:0003510	NCIT:C5027	NCIT:C5027
MONDO:0003403	testicular non-seminomatous germ cell cancer	MONDO:0006447	NCIT:C5027	NCIT:C5027
MONDO:0004093	esophageal basaloid carcinoma	MONDO:0005580	NCIT:C7032	NCIT:C7032
MONDO:0004093	esophageal basaloid carcinoma	MONDO:0003486	NCIT:C7032	NCIT:C7032
MONDO:0004355	childhood leukemia	MONDO:0005059	NCIT:C4989	NCIT:C4989
MONDO:0004355	childhood leukemia	MONDO:0006517	NCIT:C4989	NCIT:C4989
MONDO:0003158	malignant myoepithelioma	MONDO:0004993	NCIT:C7596	NCIT:C7596
MONDO:0003158	malignant myoepithelioma	MONDO:0002380	NCIT:C7596	NCIT:C7596
MONDO:0021518	benign neoplasm of hard palate	MONDO:0021445	NCIT:C4403	NCIT:C4403
MONDO:0021211	brain neoplasm	MONDO:0005560	NCIT:C2907	NCIT:C2907
MONDO:0024813	pulmonary sulcus neoplasm	MONDO:0021117	NCIT:C27710	NCIT:C27710
MONDO:0016735	papillary glioneuronal tumor	MONDO:0016729	NCIT:C92554	NCIT:C92554
MONDO:0020574	central nervous system nongerminomatous germ cell tumor	MONDO:0003000	NCIT:C100093	NCIT:C100093
MONDO:0003776	renal pelvis inverted papilloma	MONDO:0021109	NCIT:C6187	NCIT:C6187
MONDO:0003776	renal pelvis inverted papilloma	MONDO:0003777	NCIT:C6187	NCIT:C6187
MONDO:0003659	pediatric lymphoma	MONDO:0005062	NCIT:C5165	NCIT:C5165
MONDO:0003659	pediatric lymphoma	MONDO:0006517	NCIT:C5165	NCIT:C5165
MONDO:0002617	bone angiosarcoma	MONDO:0021054	NCIT:C6479	NCIT:C6479
MONDO:0002617	bone angiosarcoma	MONDO:0016982	NCIT:C6479	NCIT:C6479
MONDO:0002617	bone angiosarcoma	MONDO:0024499	NCIT:C6479	NCIT:C6479
MONDO:0004991	minimally invasive lung adenocarcinoma	MONDO:0005061	NCIT:C2923	NCIT:C2923
MONDO:0004178	"testicular yolk sac tumor, endodermal sinus pattern"	MONDO:0003402	NCIT:C39927	NCIT:C39927
MONDO:0006378	pleural epithelioid mesothelioma	MONDO:0005599	NCIT:C45662	NCIT:C45662
MONDO:0006378	pleural epithelioid mesothelioma	MONDO:0005112	NCIT:C45662	NCIT:C45662
MONDO:0001426	mediastinum neurofibroma	MONDO:0003098	NCIT:C6631	NCIT:C6631
MONDO:0001426	mediastinum neurofibroma	MONDO:0016755	NCIT:C6631	NCIT:C6631
MONDO:0002867	pancreatic cystadenocarcinoma	MONDO:0006047	NCIT:C3874	NCIT:C3874
MONDO:0002867	pancreatic cystadenocarcinoma	MONDO:0005596	NCIT:C3874	NCIT:C3874
MONDO:0003941	classic variant of chromophobe renal cell carcinoma	MONDO:0017885	NCIT:C27888	NCIT:C27888
MONDO:0020634	grade III meningioma	MONDO:0016642	NCIT:C38938	NCIT:C38938
MONDO:0001879	anus cancer	MONDO:0003046	NCIT:C7379	NCIT:C7379
MONDO:0003354	heart sarcoma	MONDO:0001340	NCIT:C7723	NCIT:C7723
MONDO:0003354	heart sarcoma	MONDO:0018078	NCIT:C7723	NCIT:C7723
MONDO:0004386	uterine corpus atypical polypoid adenomyoma	MONDO:0003237	NCIT:C40235	NCIT:C40235
MONDO:0004386	uterine corpus atypical polypoid adenomyoma	MONDO:0003236	NCIT:C40235	NCIT:C40235
MONDO:0003599	vulvar liposarcoma	MONDO:0005060	NCIT:C40321	NCIT:C40321
MONDO:0003599	vulvar liposarcoma	MONDO:0005214	NCIT:C40321	NCIT:C40321
MONDO:0024638	pancreatic gastrinoma	MONDO:0003525	NCIT:C95596	NCIT:C95596
MONDO:0024638	pancreatic gastrinoma	MONDO:0023206	NCIT:C95596	NCIT:C95596
MONDO:0006975	smooth muscle tumor	MONDO:0021545	NCIT:C3751	NCIT:C3751
MONDO:0018689	plasma cell leukemia	MONDO:0004959	NCIT:C3180	NCIT:C3180
MONDO:0003720	kidney fibrosarcoma	MONDO:0002930	NCIT:C7726	NCIT:C7726
MONDO:0036990	benign Leydig cell tumor	MONDO:0006266	NCIT:C4212	NCIT:C4212
MONDO:0006428	splenic diffuse large B-cell lymphoma	MONDO:0018905	NCIT:C7308	NCIT:C7308
MONDO:0044887	central nervous system non-hodgkin lymphoma	MONDO:0002571	NCIT:C114779	NCIT:C114779
MONDO:0006300	medullomyoblastoma with myogenic differentiation	MONDO:0007959	NCIT:C3706	NCIT:C3706
MONDO:0021047	breast phyllodes tumor	MONDO:0005078	NCIT:C7575	NCIT:C7575
MONDO:0021047	breast phyllodes tumor	MONDO:0021046	NCIT:C7575	NCIT:C7575
MONDO:0002165	rectal neoplasm	MONDO:0005335	NCIT:C3350	NCIT:C3350
