?cls	?clsLabel	?numSuperCls
<http://purl.obolibrary.org/obo/MONDO_0007531>	"electroencephalographic peculiarity: fronto-precentral beta wave groups"	1
<http://purl.obolibrary.org/obo/MONDO_0003727>	"animal phobia"	1
<http://purl.obolibrary.org/obo/MONDO_0004316>	"acantholytic squamous cell skin carcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0015843>	"uterine hypoplasia"	1
<http://purl.obolibrary.org/obo/MONDO_0002342>	"chondromalacia"	1
<http://purl.obolibrary.org/obo/MONDO_0006282>	"lymphangiosarcoma"	2
<http://purl.obolibrary.org/obo/MONDO_0015835>	"Bicervical bicornuate uterus and blind hemivagina"	1
<http://purl.obolibrary.org/obo/MONDO_0002009>	"major depressive disorder"	1
<http://purl.obolibrary.org/obo/MONDO_0013477>	"hypertrophic cardiomyopathy 20"	1
<http://purl.obolibrary.org/obo/MONDO_0009643>	"sulfite oxidase deficiency due to molybdenum cofactor deficiency type A"	1
<http://purl.obolibrary.org/obo/MONDO_0006728>	"discitis"	3
<http://purl.obolibrary.org/obo/MONDO_0001075>	"steatorrhea (disease)"	1
<http://purl.obolibrary.org/obo/MONDO_0009644>	"sulfite oxidase deficiency due to molybdenum cofactor deficiency type B"	1
<http://purl.obolibrary.org/obo/MONDO_0016438>	"linear focal dermal elastosis"	1
<http://purl.obolibrary.org/obo/MONDO_0008107>	"nystagmus, hereditary vertical"	3
<http://purl.obolibrary.org/obo/MONDO_0011550>	"fibromatosis, gingival, with hypertrichosis and mental retardation"	1
<http://purl.obolibrary.org/obo/MONDO_0009682>	"muscular dystrophy, congenital, with rapid progression"	1
<http://purl.obolibrary.org/obo/MONDO_0014010>	"autosomal recessive congenital ichthyosis 9"	1
<http://purl.obolibrary.org/obo/MONDO_0009145>	"SchC6pf-Schulz-Passarge syndrome"	4
<http://purl.obolibrary.org/obo/MONDO_0015673>	"rare cardiac tumor"	3
<http://purl.obolibrary.org/obo/MONDO_0014326>	"nemaline myopathy 9"	4
<http://purl.obolibrary.org/obo/MONDO_0003570>	"lipid-rich carcinoma"	1
<http://purl.obolibrary.org/obo/MONDO_0003842>	"childhood cerebellar astrocytic neoplasm"	3
<http://purl.obolibrary.org/obo/MONDO_0005295>	"intermittent vascular claudication"	2
<http://purl.obolibrary.org/obo/MONDO_0002766>	"larynx verrucous carcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0016414>	"hypotrichosis-intellectual disability, Lopes type"	1
<http://purl.obolibrary.org/obo/MONDO_0006285>	"major salivary gland carcinoma ex pleomorphic adenoma"	2
<http://purl.obolibrary.org/obo/MONDO_0009836>	"pancreatitis, sclerosing cholangitis, and sicca complex"	1
<http://purl.obolibrary.org/obo/MONDO_0009749>	"giant axonal neuropathy 1"	2
<http://purl.obolibrary.org/obo/MONDO_0011743>	"Alzheimer disease 4"	1
<http://purl.obolibrary.org/obo/MONDO_0013219>	"hypophosphatemic rickets, autosomal recessive, 2"	1
<http://purl.obolibrary.org/obo/MONDO_0011078>	"anterior chamber cleavage disorder, cerebellar hypoplasia, hypothyroidism, and tracheal stenosis"	1
<http://purl.obolibrary.org/obo/MONDO_0015814>	"primary cutaneous follicle center lymphoma"	1
<http://purl.obolibrary.org/obo/MONDO_0014272>	"palmoplantar keratoderma, Nagashima type"	1
<http://purl.obolibrary.org/obo/MONDO_0019588>	"autosomal recessive nonsyndromic deafness"	4
<http://purl.obolibrary.org/obo/MONDO_0015051>	"tubular duplication of the esophagus"	1
<http://purl.obolibrary.org/obo/MONDO_0010795>	"oncocytic neoplasm"	1
<http://purl.obolibrary.org/obo/MONDO_0018727>	"immunodeficiency due to a complement regulatory deficiency"	1
<http://purl.obolibrary.org/obo/MONDO_0010300>	"MRX53"	1
<http://purl.obolibrary.org/obo/MONDO_0009990>	"Revesz syndrome"	4
<http://purl.obolibrary.org/obo/MONDO_0011934>	"dermatofibrosarcoma protuberans"	6
<http://purl.obolibrary.org/obo/MONDO_0014545>	"progressive myoclonic epilepsy type 8"	4
<http://purl.obolibrary.org/obo/MONDO_0004430>	"penis mixed squamous cell carcinoma"	1
<http://purl.obolibrary.org/obo/MONDO_0008557>	"Paris-Trousseau thrombocytopenia"	2
<http://purl.obolibrary.org/obo/MONDO_0022778>	"cleft lip palate mental retardation corneal opacity"	1
<http://purl.obolibrary.org/obo/MONDO_0014885>	"Hermansky-Pudlak syndrome 10; HPS10"	1
<http://purl.obolibrary.org/obo/MONDO_0017809>	"parkinsonism due to ATP13A2 deficiency"	2
<http://purl.obolibrary.org/obo/MONDO_0007269>	"dilated cardiomyopathy 1A"	1
<http://purl.obolibrary.org/obo/MONDO_0016027>	"benign neonatal seizures"	2
<http://purl.obolibrary.org/obo/MONDO_0003531>	"papillary eccrine carcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0012943>	"retinitis pigmentosa 46"	1
<http://purl.obolibrary.org/obo/MONDO_0009745>	"neuronal ceroid lipofuscinosis 5"	1
<http://purl.obolibrary.org/obo/MONDO_0017090>	"midline cerebral malformation"	3
<http://purl.obolibrary.org/obo/MONDO_0005680>	"Brill-Zinsser disease"	1
<http://purl.obolibrary.org/obo/MONDO_0011772>	"B4GALT1-CDG"	6
<http://purl.obolibrary.org/obo/MONDO_0017008>	"partial duplication of chromosome X"	1
<http://purl.obolibrary.org/obo/MONDO_0018898>	"primary cutaneous lymphoma"	5
<http://purl.obolibrary.org/obo/MONDO_0016641>	"limb transversal defect-cardiac anomaly syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0013074>	"encephalocraniocutaneous lipomatosis"	7
<http://purl.obolibrary.org/obo/MONDO_0008063>	"nasal alar collapse, bilateral"	1
<http://purl.obolibrary.org/obo/MONDO_0008799>	"anophthalmia/microphthalmia-esophageal atresia syndrome"	4
<http://purl.obolibrary.org/obo/MONDO_0021377>	"hypertrophic lichen planus"	1
<http://purl.obolibrary.org/obo/MONDO_0022909>	"cutis laxa osteoporosis"	1
<http://purl.obolibrary.org/obo/MONDO_0017313>	"disorder of folate metabolism and transport"	1
<http://purl.obolibrary.org/obo/MONDO_0017550>	"humero-radial synostosis, unilateral"	1
<http://purl.obolibrary.org/obo/MONDO_0014360>	"epileptic encephalopathy, early infantile, 21"	2
<http://purl.obolibrary.org/obo/MONDO_0017076>	"posterior meningocele"	1
<http://purl.obolibrary.org/obo/MONDO_0021230>	"uterine cervix neoplasm"	2
<http://purl.obolibrary.org/obo/MONDO_0019855>	"athyreosis"	2
<http://purl.obolibrary.org/obo/MONDO_0018253>	"intellectual disability-facial dysmorphism-hand anomalies syndrome"	3
<http://purl.obolibrary.org/obo/MONDO_0006836>	"Listeria meningitis"	2
<http://purl.obolibrary.org/obo/MONDO_0000275>	"monogenic disease"	1
<http://purl.obolibrary.org/obo/MONDO_0013619>	"nephrotic syndrome, type 6"	1
<http://purl.obolibrary.org/obo/MONDO_0043143>	"microphthalmia microtia fetal akinesia"	1
<http://purl.obolibrary.org/obo/MONDO_0021378>	"neoplasm of endocardium"	2
<http://purl.obolibrary.org/obo/MONDO_0020576>	"cutaneous vasculitis"	3
<http://purl.obolibrary.org/obo/MONDO_0019784>	"12q14 microdeletion syndrome"	5
<http://purl.obolibrary.org/obo/MONDO_0025062>	"encephalomyelitis, enzootic porcine"	2
<http://purl.obolibrary.org/obo/MONDO_0022293>	"vascular disorder of penis"	2
<http://purl.obolibrary.org/obo/MONDO_0000627>	"benign endocrine neoplasm"	2
<http://purl.obolibrary.org/obo/MONDO_0006089>	"appendix goblet cell carcinoid"	2
<http://purl.obolibrary.org/obo/MONDO_0017154>	"pulmonary arterial hypertension associated with portal hypertension"	1
<http://purl.obolibrary.org/obo/MONDO_0011528>	"hyper-IgM syndrome type 2"	2
<http://purl.obolibrary.org/obo/MONDO_0013485>	"spinocerebellar ataxia type 35"	1
<http://purl.obolibrary.org/obo/MONDO_0019946>	"ligneous conjunctivitis"	3
<http://purl.obolibrary.org/obo/MONDO_0018360>	"neonatal lupus erythematosus"	2
<http://purl.obolibrary.org/obo/MONDO_0014415>	"kallikrein, decreased urinary activity of"	1
<http://purl.obolibrary.org/obo/MONDO_0000460>	"neural glioblastoma"	1
<http://purl.obolibrary.org/obo/MONDO_0004404>	"precursor T-lymphoblastic lymphoma/leukemia refractory"	2
<http://purl.obolibrary.org/obo/UBERON_0003729>		1
<http://purl.obolibrary.org/obo/MONDO_0000292>	"philophthalmiasis"	1
<http://purl.obolibrary.org/obo/MONDO_0020216>	"secondary dysgenetic glaucoma"	1
<http://purl.obolibrary.org/obo/MONDO_0017833>	"primary hypereosinophilic syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0005966>	"spleen cancer"	3
<http://purl.obolibrary.org/obo/MONDO_0005976>	"syphilis"	2
<http://purl.obolibrary.org/obo/MONDO_0015975>	"hyper-IgM syndrome with susceptibility to opportunistic infections"	2
<http://purl.obolibrary.org/obo/MONDO_0006913>	"pneumococcal meningitis"	3
<http://purl.obolibrary.org/obo/MONDO_0014451>	"focal segmental glomerulosclerosis 7"	1
<http://purl.obolibrary.org/obo/MONDO_0043131>	"michels caskey syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0009744>	"neuronal ceroid lipofuscinosis 1"	4
<http://purl.obolibrary.org/obo/MONDO_0001227ub>	"chronic tympanitis"	2
<http://purl.obolibrary.org/obo/MONDO_0020146>	"major induction processes eye anomaly"	1
<http://purl.obolibrary.org/obo/MONDO_0004042>	"urethra inverted papilloma"	2
<http://purl.obolibrary.org/obo/MONDO_0011840>	"dilated cardiomyopathy 1M"	1
<http://purl.obolibrary.org/obo/MONDO_0016646>	"autosomal dominant optic atrophy and peripheral neuropathy"	3
<http://purl.obolibrary.org/obo/MONDO_0012077>	"amyotrophic lateral sclerosis type 8"	1
<http://purl.obolibrary.org/obo/MONDO_0008455>	"spinal muscular atrophy, segmental"	2
<http://purl.obolibrary.org/obo/MONDO_0018600>	"congenital abducens nerve palsy"	1
<http://purl.obolibrary.org/obo/MONDO_0007386>	"HCVS"	1
<http://purl.obolibrary.org/obo/MONDO_0006661>	"ascorbic acid deficiency"	1
<http://purl.obolibrary.org/obo/MONDO_0003087>	"mucoepidermoid breast carcinoma"	3
<http://purl.obolibrary.org/obo/MONDO_0008520>	"brachydactyly-elbow wrist dysplasia syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0002408>	"hereditary hyperbilirubinemia"	2
<http://purl.obolibrary.org/obo/MONDO_0012847>	"autosomal recessive congenital ichthyosis 6"	2
<http://purl.obolibrary.org/obo/MONDO_0018882>	"vasculitis"	3
<http://purl.obolibrary.org/obo/MONDO_0010580>	"immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome"	6
<http://purl.obolibrary.org/obo/MONDO_0018789>	"COL4A1 or COL4A2-related cerebral small vessel disease with ischemic tendency"	1
<http://purl.obolibrary.org/obo/MONDO_0018286>	"non-X-linked congenital disorder of glycosylation with intellectual disability as a major feature"	2
<http://purl.obolibrary.org/obo/MONDO_0020082>	"dendritic cell tumor"	1
<http://purl.obolibrary.org/obo/MONDO_0009999>	"autosomal recessive Robinow syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0022559>	"benign angiitis of the central nervous system"	1
<http://purl.obolibrary.org/obo/MONDO_0000062>	"isolated microphthalmia"	1
<http://purl.obolibrary.org/obo/MONDO_0003824>	"hereditary kidney oncocytoma"	2
<http://purl.obolibrary.org/obo/MONDO_0003117>	"somatoform disorder"	1
<http://purl.obolibrary.org/obo/MONDO_0011874>	"neonatal ichthyosis-sclerosing cholangitis syndrome"	3
<http://purl.obolibrary.org/obo/MONDO_0008807>	"apnea, central sleep"	1
<http://purl.obolibrary.org/obo/MONDO_0016301>	"congenitally corrected transposition of the great arteries"	1
<http://purl.obolibrary.org/obo/MONDO_0054591>	"Stankiewicz-Isidor syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0013486>	"spinocerebellar ataxia type 32"	1
<http://purl.obolibrary.org/obo/MONDO_0006386>	"primary peritoneal serous adenocarcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0008528>	"tear protein, anodal"	1
<http://purl.obolibrary.org/obo/MONDO_0004353>	"extrahepatic biliary papillomatosis"	1
<http://purl.obolibrary.org/obo/MONDO_0008859>	"berry aneurysm, cirrhosis, pulmonary emphysema, and cerebral calcification"	1
<http://purl.obolibrary.org/obo/MONDO_0009561>	"alpha-mannosidosis"	10
<http://purl.obolibrary.org/obo/MONDO_0013499>	"Fanconi anemia complementation group P"	1
<http://purl.obolibrary.org/obo/MONDO_0005682>	"bronchopneumonia"	1
<http://purl.obolibrary.org/obo/MONDO_0012546>	"nephrotic syndrome, type 3"	1
<http://purl.obolibrary.org/obo/MONDO_0042968>	"partial duplication of chromosome 12"	1
<http://purl.obolibrary.org/obo/MONDO_0009250>	"fructose utilization"	1
<http://purl.obolibrary.org/obo/MONDO_0009847>	"pericardial effusion, chronic"	2
<http://purl.obolibrary.org/obo/MONDO_0003990>	"malignant breast myoepithelioma"	3
<http://purl.obolibrary.org/obo/MONDO_0006532>	"cholesteatoma of external ear"	2
<http://purl.obolibrary.org/obo/MONDO_0015220>	"syndrome with a central nervous system malformation as major feature"	1
<http://purl.obolibrary.org/obo/MONDO_0007670>	"hypotrichosis-lymphedema-telangiectasia syndrome (grouping)"	4
<http://purl.obolibrary.org/obo/MONDO_0007115>	"angioma serpiginosum, autosomal dominant"	1
<http://purl.obolibrary.org/obo/MONDO_0018906>	"follicular lymphoma"	2
<http://purl.obolibrary.org/obo/MONDO_0017436>	"lethal congenital contracture syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0012542>	"PSORS8"	2
<http://purl.obolibrary.org/obo/MONDO_0003088>	"intramuscular hemangioma"	1
<http://purl.obolibrary.org/obo/MONDO_0013599>	"autoimmune enteropathy and endocrinopathy - susceptibility to chronic infections syndrome"	8
<http://purl.obolibrary.org/obo/MONDO_0013760>	"congenital ichthyosis-intellectual disability-spastic quadriplegia syndrome"	5
<http://purl.obolibrary.org/obo/MONDO_0012134>	"EJM3"	1
<http://purl.obolibrary.org/obo/MONDO_0044633>	"idiopathic pleuroparenchymal fibroelastosis"	1
<http://purl.obolibrary.org/obo/MONDO_0006682>	"brachial plexus neuritis"	2
<http://purl.obolibrary.org/obo/MONDO_0021024>	"malaria, susceptibility to"	5
<http://purl.obolibrary.org/obo/MONDO_0009368>	"urofacial syndrome type 1"	1
<http://purl.obolibrary.org/obo/MONDO_0016080>	"congenital bronchobiliary fistula"	5
<http://purl.obolibrary.org/obo/MONDO_0012147>	"coronary heart disease, susceptibility to, 5"	2
<http://purl.obolibrary.org/obo/MONDO_0004320>	"adult infiltrating astrocytic neoplasm"	1
<http://purl.obolibrary.org/obo/MONDO_0015183>	"short bowel syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0008866>	"bifid nose, autosomal recessive"	3
<http://purl.obolibrary.org/obo/MONDO_0044355>	"isolated sternocostoclavicular hyperostosis"	1
<http://purl.obolibrary.org/obo/MONDO_0025163>	"white heifer disease"	1
<http://purl.obolibrary.org/obo/MONDO_0011798>	"hypoprebetalipoproteinemia, acanthocytosis, retinitis pigmentosa, and pallidal degeneration"	1
<http://purl.obolibrary.org/obo/MONDO_0013653>	"Parkinson disease 18, autosomal dominant, susceptibility to"	1
<http://purl.obolibrary.org/obo/MONDO_0044322>	"intellectual developmental disorder with neuropsychiatric features"	1
<http://purl.obolibrary.org/obo/MONDO_0005452>	"bulimia nervosa"	1
<http://purl.obolibrary.org/obo/MONDO_0010297>	"FG syndrome 2"	1
<http://purl.obolibrary.org/obo/MONDO_0014991>	"Seckel syndrome 10"	3
<http://purl.obolibrary.org/obo/MONDO_0019723>	"disease of glomerular basement membrane"	2
<http://purl.obolibrary.org/obo/MONDO_0003475>	"papillary ependymoma"	1
<http://purl.obolibrary.org/obo/MONDO_0024568>	"infantile liver failure syndrome 1"	1
<http://purl.obolibrary.org/obo/MONDO_0004770>	"exophthalmos (disease)"	1
<http://purl.obolibrary.org/obo/MONDO_0008543>	"tetralogy of fallot and glaucoma"	1
<http://purl.obolibrary.org/obo/MONDO_0003438>	"combined small cell lung carcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0009597>	"metaphyseal chondrodysplasia, Spahr type"	2
<http://purl.obolibrary.org/obo/MONDO_0021907>	"aplasia cutis autosomal recessive"	1
<http://purl.obolibrary.org/obo/UBERON_0003723>		1
<http://purl.obolibrary.org/obo/MONDO_0020016>	"rare neurologic disease with psychiatric involvement"	1
<http://purl.obolibrary.org/obo/MONDO_0012348>	"maturity-onset diabetes of the young type 8"	1
<http://purl.obolibrary.org/obo/MONDO_0015624>	"diazoxide-sensitive diffuse hyperinsulinism"	1
<http://purl.obolibrary.org/obo/MONDO_0010363>	"intellectual disability, X-linked 91"	1
<http://purl.obolibrary.org/obo/CL_0000336>		2
<http://purl.obolibrary.org/obo/MONDO_0012622>	"leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome"	5
<http://purl.obolibrary.org/obo/MONDO_0004396>	"cervical spinal canal and spinal cord meningioma"	1
<http://purl.obolibrary.org/obo/MONDO_0017570>	"leukocyte adhesion deficiency"	2
<http://purl.obolibrary.org/obo/MONDO_0002491>	"substance abuse"	1
<http://purl.obolibrary.org/obo/MONDO_0012917>	"SLI4"	4
<http://purl.obolibrary.org/obo/MONDO_0024361>	"circadian rhythm sleep disorder"	1
<http://purl.obolibrary.org/obo/MONDO_0018470>	"renal agenesis (disease)"	3
<http://purl.obolibrary.org/obo/MONDO_0014280>	"immunodeficiency 19"	1
<http://purl.obolibrary.org/obo/MONDO_0003089>	"extrahepatic bile duct mucoepidermoid carcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0017643>	"frontotemporal neurodegeneration with movement disorder"	1
<http://purl.obolibrary.org/obo/MONDO_0006541>	"epidermolysis bullosa"	1
<http://purl.obolibrary.org/obo/MONDO_0006197>	"endometrial small cell carcinoma"	3
<http://purl.obolibrary.org/obo/MONDO_0000381>	"infiltrating renal pelvis transitional cell carcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0002031>	"cecal disease"	1
<http://purl.obolibrary.org/obo/MONDO_0001544>	"tibial nerve palsy"	1
<http://purl.obolibrary.org/obo/MONDO_0003789>	"hereditary papillary renal cell carcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0011999>	"OTSC3"	3
<http://purl.obolibrary.org/obo/MONDO_0006686>	"brain stem infarction"	1
<http://purl.obolibrary.org/obo/MONDO_0008710>	"Carpenter syndrome 1"	1
<http://purl.obolibrary.org/obo/MONDO_0015505>	"tracheal anomaly"	1
<http://purl.obolibrary.org/obo/MONDO_0015434>	"ring chromosome 18"	1
<http://purl.obolibrary.org/obo/MONDO_0018113>	"isolated plagiocephaly"	3
<http://purl.obolibrary.org/obo/MONDO_0011627>	"AUTS5"	1
<http://purl.obolibrary.org/obo/MONDO_0060642>	"neurodevelopmental disorder with movement abnormalities, abnormal gait, and autistic features"	1
<http://purl.obolibrary.org/obo/MONDO_0016479>	"silver-Russell syndrome due to 7p11.2p13 microduplication"	2
<http://purl.obolibrary.org/obo/MONDO_0015390>	"proboscis lateralis"	1
<http://purl.obolibrary.org/obo/MONDO_0004130>	"anus basaloid carcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0008808>	"aplasia cutis congenita-intestinal lymphangiectasia syndrome"	7
<http://purl.obolibrary.org/obo/MONDO_0004714>	"atrophic muscular disease"	2
<http://purl.obolibrary.org/obo/MONDO_0004830>	"fasciitis (disease)"	3
<http://purl.obolibrary.org/obo/MONDO_0000920>	"duodenum cancer"	2
<http://purl.obolibrary.org/obo/MONDO_0004009>	"kidney pelvis sarcomatoid transitional cell carcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0018582>	"GCGR-related hyperglucagonemia"	2
<http://purl.obolibrary.org/obo/MONDO_0001547>	"atrophic nonflaccid tympanic membrane"	1
<http://purl.obolibrary.org/obo/MONDO_0012767>	"age related macular degeneration 11"	2
<http://purl.obolibrary.org/obo/MONDO_0009294>	"glycogen storage disease VI"	2
<http://purl.obolibrary.org/obo/MONDO_0007487>	"dyslexia, susceptibility to, 1"	4
<http://purl.obolibrary.org/obo/MONDO_0016044>	"cleft lip/palate"	1
<http://purl.obolibrary.org/obo/MONDO_0007284>	"cataract 20 multiple types"	1
<http://purl.obolibrary.org/obo/MONDO_0009542>	"lysine malabsorption syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0004596>	"cor pulmonale"	1
<http://purl.obolibrary.org/obo/MONDO_0003434>	"vaginal adenoma"	2
<http://purl.obolibrary.org/obo/MONDO_0014751>	"palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome"	4
<http://purl.obolibrary.org/obo/MONDO_0013747>	"atrioventricular septal defect 4"	4
