?cls	?cls_label	?textdef_count	?xref_count	?named_superclass_count	?anon_superclass_count	?named_equiv_count	?anon_equiv_count
<http://purl.obolibrary.org/obo/MONDO_0010255>	"diabetes mellitus, insulin-dependent, X-linked, susceptibility to"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0009132>	"dysautonomia-like disorder"	0	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0007048>	"acrokeratosis verruciformis"	1	10	5	0	5	0
<http://purl.obolibrary.org/obo/MONDO_0000274>	"obsolete tick-borne encephalitis"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0016985>	"nevus of Ito"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0000919>	"ampulla of vater cancer"	1	6	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0019884>	"distal trisomy 10q"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0019174>	"infantile Refsum disease"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0020243>	"colobomatous and areolar dystrophy"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0002338>	"extratemporal epilepsy"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0004726>	"liver inflammatory myofibroblastic tumor"	1	5	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0017512>	"split hand, bilateral"	1	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0004573>	"ariboflavinosis"	1	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0003511>	"obsolete testicular germ cell cancer"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0012573>	"vesicoureteral reflux 2"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0016168>	"cryopyrin-associated periodic syndrome"	1	9	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0012967>	"hemolytic anemia due to adenylate kinase deficiency"	1	6	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0005191>	"metastatic melanoma"	1	4	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0017894>	"acute myeloid leukemia with CEBPA somatic mutations"	1	3	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0005202>	"atopic IgE-mediated allergic disorder"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0017707>	"obsolete disorder of lipid metabolism"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0013122>	"glaucoma 3, primary congenital, d"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0014762>	"heterotaxy, visceral, 7, autosomal; HTX7"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0019958>	"obsolete insulinoma"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0014072>	"D,L-2-hydroxyglutaric aciduria"	1	6	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0017977>	"46,XY disorder of sex development of gynecological interest"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0022435>	"Mauriac syndrome"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0014042>	"left ventricular noncompaction 7"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0001574>	"capillary disease"	1	7	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0001173>	"acute salpingitis"	1	5	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0001443>	"tympanosclerosis"	1	7	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0011777>	"Alzheimer disease 8"	1	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0011808>	"cataract 27"	1	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0015816>	"indolent primary cutaneous T-cell lymphoma"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0012361>	"SLEB5"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0018353>	"refractory celiac disease"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0010709>	"early-onset parkinsonism-intellectual disability syndrome"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0007894>	"Leri pleonosteosis"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0018665>	"X-linked acrogigantism due to a point mutation"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0008508>	"symphalangism, C. S. Lewis type"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0005472>	"obsolete congenital heart malformation"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0007161>	"SPGF2"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0018306>	"Griscelli syndrome"	1	9	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0015557>	"Smouldering systemic mastocytosis"	1	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0000629>	"cardiovascular organ benign neoplasm"	1	1	0	0	0	1
<http://purl.obolibrary.org/obo/MONDO_0020581>	"benign PEComa"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0012675>	"corticosteroid-binding globulin deficiency"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0020492>	"hemimegalencephaly"	1	7	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0013020>	"NRCLP5"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0018907>	"craniopharyngioma"	1	12	4	0	4	1
<http://purl.obolibrary.org/obo/MONDO_0018645>	"IgG4-related sclerosing cholangitis"	0	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0021449>	"benign neoplasm of stomach"	1	5	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0003886>	"mucinous cystadenofibroma"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0024554>	"D-2-hydroxyglutaric aciduria 1"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0023557>	"infective vaginitis"	1	3	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0020635>	"anaplastic meningioma"	1	3	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0019382>	"obsolete Colorado tick fever"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0001581>	"obsolete tolosa-hunt syndrome"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0011731>	"glucose-galactose malabsorption"	1	8	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0023538>	"Kaplowitz-Bodurtha syndrome"	0	2	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0015821>	"mycosis fungoides and variants"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0005919>	"placental insufficiency"	1	8	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0018333>	"multiple acyl-CoA dehydrogenase deficiency, mild type"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0008020>	"multiple exostoses with spastic tetraparesis"	0	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0013171>	"purine nucleoside phosphorylase deficiency"	1	11	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0006758>	"female genital tuberculosis"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0003090>	"extrahepatic bile duct carcinoma"	1	4	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0011583>	"cerebral amyloid angiopathy, APP-related"	1	7	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0045034>	"infectious disease characteristic"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0005918>	"placenta praevia"	1	6	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0015173>	"autoimmune enteropathy type 2"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0015174>	"autoimmune enteropathy type 3"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0019760>	"terminal transverse defects of arm"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0007177>	"auriculoosteodysplasia"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0000682>	"time agnosia"	1	1	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0012843>	"epilepsy, childhood absence, susceptibility to, 5"	1	1	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0012881>	"major affective disorder 7"	0	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0009746>	"hereditary sensory and autonomic neuropathy type 4"	1	11	4	0	4	1
<http://purl.obolibrary.org/obo/MONDO_0005373>	"meningococcal infection"	1	10	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0007847>	"keloid formation"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0005098>	"stroke disorder"	1	6	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0003793>	"obsolete uterine carcinosarcoma"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0008057>	"Carney complex, type 1"	1	1	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0019159>	"Loeffler endocarditis"	1	6	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0010368>	"immunodeficiency without anhidrotic ectodermal dysplasia"	0	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0010753>	"cardiac valvular dysplasia, X-linked"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0009874>	"Rabson-Mendenhall syndrome"	1	8	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0012728>	"Brugada syndrome 2"	1	5	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0019346>	"sialidosis type 1"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0018900>	"corticosteroid-sensitive aseptic abscess syndrome"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0006572>	"lichen planus"	1	10	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0013466>	"orofacial cleft 13"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0013333>	"odontoid hypoplasia"	1	2	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0015500>	"facial arteriovenous malformation"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0019523>	"Walker-Warburg syndrome"	1	8	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0018971>	"isolated oxycephaly"	1	3	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0003831>	"type 2 papillary adenoma of the kidney"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0011887>	"cataract, congenital, with mental impairment and dentate gyrus atrophy"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0017352>	"disorder of glutamine metabolism"	0	5	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0007980>	"metachromasia of fibroblasts"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0002999>	"central nervous system germinoma"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0015740>	"trisomy 18p"	1	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0009741>	"neuroblastoma, susceptibility to"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0018994>	"Charcot-Marie-Tooth disease type X"	1	7	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0007017>	"vitreous detachment"	1	8	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0001161>	"schizoid personality disorder"	1	8	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0014940>	"neurodegeneration with ataxia, dystonia, and gaze palsy, childhood-onset; NADGP"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0006575>	"obsolete loiasis"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0016681>	"gliosarcoma"	1	11	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0006733>	"dry eye syndrome"	1	10	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0021102>	"prostate phyllodes tumor"	1	4	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0017599>	"splenic diffuse red pulp small B-cell lymphoma"	1	7	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0007140>	"antiphospholipid syndrome"	1	9	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0012219>	"spondyloepiphyseal dysplasia tarda, autosomal recessive, Leroy-Spranger type"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0021666>	"ear infection"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0011521>	"inflammatory bowel disease 7"	1	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0023563>	"Kotzot-Richter syndrome"	0	3	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0015205>	"isolated lissencephaly type 1 without known genetic defects"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0017908>	"obsolete hyperekplexia"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0017671>	"autosomal recessive disease with diffuse palmoplantar keratoderma as a major feature"	0	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0020314>	"obsolete refractory anemia"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0020025>	"rare male infertility"	1	1	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0013017>	"hypotrichosis 5"	1	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0020323>	"primary mediastinal large B-cell lymphoma"	1	10	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0011495>	"obsolete Langerhans-cell histiocytosis"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0001354>	"obsolete acute endophthalmitis"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0009149>	"ectodermal dysplasia-intellectual disability-central nervous system malformation syndrome"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0019306>	"congenital non-bullous ichthyosiform erythroderma"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0001274>	"anal spasm"	0	6	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0014408>	"megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 3"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0042487>	"uterine cervix carcinoma in situ"	1	11	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0018050>	"tibial aplasia-ectrodactyly syndrome"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0019985>	"drug-related renal tubular dysgenesis"	0	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0020307>	"benign childhood occipital epilepsy, Panayiotopoulos type"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0008095>	"nevus anemicus (disease)"	1	5	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0010633>	"iris hypoplasia with glaucoma"	0	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0008584>	"torus palatinus and torus mandibularis"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0000379>	"malignant Sertoli-Leydig cell tumor"	1	1	0	0	0	1
<http://purl.obolibrary.org/obo/MONDO_0012173>	"long chain 3-hydroxyacyl-CoA dehydrogenase deficiency"	1	9	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0009809>	"multicentric osteolysis, nodulosis, and arthropathy"	1	2	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0012650>	"Cernunnos-XLF deficiency"	1	6	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0005904>	"pericarditis (disease)"	1	7	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0000964>	"skin lipoma"	1	5	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0001558>	"Potter syndrome"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0008184>	"pancreas, dorsal, agenesis of"	0	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0015562>	"distal monosomy 17q"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0018857>	"creeping myiasis"	0	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0020297>	"Noonan syndrome and Noonan-related syndrome"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0008863>	"sitosterolemia"	1	10	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0017168>	"benign epithelial tumor of salivary glands"	0	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0017094>	"cerebral cortical dysplasia"	1	5	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0017976>	"disorder of sex development of gynecological interest"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0015470>	"familial isolated dilated cardiomyopathy"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0006790>	"hypercementosis"	1	10	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0000561>	"spinocerebellar ataxia type 16"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0012525>	"Leber congenital amaurosis 12"	1	5	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0009427>	"infantile hypophosphatasia"	1	6	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0006045>	"ovarian clear cell adenocarcinoma"	1	8	4	0	4	1
<http://purl.obolibrary.org/obo/MONDO_0018854>	"acquired purpura fulminans"	1	6	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0056814>	"hormone-resistant prostate carcinoma"	1	1	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0010478>	"SLC35A2-CDG"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0006699>	"choledocholithiasis"	1	5	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0018674>	"IgG4-related submandibular gland disease"	1	4	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0020160>	"secondary entropion"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0019211>	"isolated congenital anonychia"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0005830>	"lumpy skin disease"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0011317>	"microcephaly, severe, with skeletal anomalies includeing posterior rib-Gap defects"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0014407>	"megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 2"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0005880>	"oesophagostomiasis"	1	6	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0007159>	"arthrogryposis-like hand anomaly-sensorineural deafness syndrome"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0013423>	"immunodeficiency due to MASP-2 deficiency"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0016714>	"obsolete ganglioneuroblastoma"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0005766>	"fungal lung infectious disease"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0006435>	"submandibular gland adenocarcinoma"	1	3	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0011624>	"transaldolase deficiency"	1	8	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0006587>	"obsolete nodular nonsuppurative panniculitis"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0015189>	"obsolete adenocarcinoma of small instestine"	1	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0006827>	"lateral medullary syndrome"	1	10	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0020152>	"rare eyelid malformation"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0010125>	"upper limb defect-eye and ear abnormalities syndrome"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0042233>	"disseminated candidiasis"	1	3	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0021953>	"tuberculous fibrosis of lung"	1	9	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0011619>	"crumpled helices and small mouth"	0	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0010974>	"nephrotic syndrome, type 2"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0006316>	"neuroblastic tumor"	1	3	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0003321>	"hereditary Wilms' tumor"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0006223>	"gastric diffuse large B-cell lymphoma"	1	3	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0000436>	"obsolete T-cell large granular lymphocyte leukemia"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0019529>	"radiation myelitis"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0005487>	"schizoaffective disorder"	1	7	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0019876>	"8p inverted duplication/deletion syndrome"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0016171>	"polyradiculoneuropathy associated with IgG/IgA/IgM monoclonal gammopathy without known antibodies"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0018992>	"IgG4-related thyroid disease"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0019930>	"Leydig cell hypoplasia due to complete LH resistance"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0014748>	"progressive spondyloepimetaphyseal dysplasia-short stature-short fourth metatarsals-intellectual disability syndrome"	0	3	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0011146>	"tetrasomy 12p"	1	9	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0007789>	"hypertrophia musculorum vera"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0016800>	"mitochondrial membrane transport disorder"	0	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0010544>	"cataract 40"	1	5	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0008086>	"neuropathy, hereditary sensory and autonomic, type 1A"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0007335>	"OFC1"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0005096>	"squamous cell carcinoma"	1	8	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0000331>	"Rickettsia helvetica spotted fever"	1	1	0	0	0	1
<http://purl.obolibrary.org/obo/MONDO_0014848>	"TELO2-related intellectual disability-neurodevelopmental disorder"	0	4	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0044067>	"candidiasis, Invasive"	1	3	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0016392>	"cerebellar hypoplasia-tapetoretinal degeneration syndrome"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0020408>	"complete atrioventricular canal-tetralogy of fallot syndrome"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0012508>	"agammaglobulinemia-microcephaly-craniosynostosis-severe dermatitis syndrome"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0005161>	"human papilloma virus infection"	1	6	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0011192>	"autosomal recessive nonsyndromic deafness 18A"	1	5	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0044996>	"cerebral cortex disease"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0014993>	"myofibrillar myopathy 8"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0001718>	"scleritis (disease)"	1	11	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0011541>	"dilated cardiomyopathy 1J"	1	5	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0003641>	"central nervous system hematopoietic neoplasm"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0024573>	"familial hypertrophic cardiomyopathy"	1	6	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0015131>	"congenital combined immunodeficiency"	1	16	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0005314>	"relapsing-remitting multiple sclerosis"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0007147>	"obstructive sleep apnea syndrome"	1	13	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0000057>	"obsolete medullary cystic kidney disease"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0013951>	"peroxisome biogenesis disorder 12A (Zellweger)"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0008604>	"triphalangeal thumb with double phalanges"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0011411>	"Chudley-McCullough syndrome"	0	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0015327>	"developmental anomaly of metabolic origin"	0	1	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0007123>	"ankyloblepharon filiforme adnatum-cleft palate syndrome"	0	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0044636>	"rare hyperkinetic movement disorder"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0019637>	"renal hypoplasia (disease)"	1	8	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0007403>	"inherited Creutzfeldt-Jakob disease"	1	5	3	0	3	1
